Response ID,Start Date,End Date,Status,Progress,Duration (in seconds),Finished,Recorded Date,Distribution Channel,User Language,Email,Business Name,Region,Business Size,Annual Revenue Band,Years in Business,Machine Count,Primary Business Model,Customer Mix,Current Pricing Method,Price Review Frequency,Q1: Calculate production/material cost before quoting,"Q2: Include thread, stabilizer, waste, and overhead in price",Q3: Track hands-on embroidery labor time,"Q4: Include admin, artwork, proofing, and customer time",Q5: Set intended profit target before pricing,Q6: Review margin after job completion,Q7: Adjust pricing for rush work or full schedule,Q8: Use capacity/backlog pressure in pricing decisions,"Q9: Consider customer value/use case, not only stitch count",Q10: Can explain price based on value delivered,Open Comment,_simulated_raw_issue
R_PD_000550,2026-03-25 16:12:00,"Mar 25, 2026 04:19 PM",IP Address,100,476,Y,03/25/2026 16:20,email,en-US, sales@mainstreetmonogramsstu.example ,Main Street Monograms Studio #1590,South,2-5 employees,$50k-$100k,8 years,1,Decorated apparel,Mixed,$/hour,constantly,Yes,Rough estimate,I have a basic spreadsheet,Sometimes,Yes,Sometimes,Partially,Partially,Sometimes,Sometimes,We are trying to stop undercharging.,clean
R_PD_000551,2026-04-02 09:53:03,2026-04-02T10:01:48Z,IP Address,100,525,TRUE,2026-04-02 10:02:33,email,English,contact@mapleneedleworksgroup1.example,Maple Needleworks Group #1591 ,South,2-5,$500k-$1M,about 9,six,Contract embroidery,Small business/local orgs,cost plus,only when vendors raise prices,For larger jobs only,Depends on the job,Partially,For larger jobs only,I have a basic spreadsheet,I have a basic spreadsheet,I don't track this,Not yet,Sometimes,Depends on the job,,clean
R_PD_000552,2026-05-02 06:40:05,05/02/2026 06:44,IP Address,100,250,True,2026-05-02 06:44:26,newsletter,en-US,OWNER@LUCKYSTUDIOCOLLECTIVE1.EXAMPLE,Lucky Studio Collective #1592,Midwest,2-5,Under $50k,about 0,2-head,Team/school spiritwear,Mostly consumers,case by case,every few months,,I have a basic spreadsheet,"Yes, documented",We review and adjust,Built into our quote process,I have a basic spreadsheet,Rough estimate,Depends on the job,"Yes, documented",Sometimes,,clean
R_PD_000553,04/13/2026 21:02,04/13/2026 21:07,IP Address,100,281,True,04/13/2026 21:07,web,EN,office6@goldenembroideryshop15.example,Golden Embroidery Shop #1594,South,mid-size shop,1M+,16,4,Promotional products,Mostly consumers,job costing,4x a year,We review and adjust,Always,"Yes, documented",We review and adjust,We use a calculator/spreadsheet,,For larger jobs only,Built into our quote process,Yes,We use a calculator/spreadsheet,Pricing is the hardest part of the business.,clean
R_PD_000554,2026-05-10T16:18:30Z,05/10/2026 16:32,IP Address,100,865,True,05/10/26 04:33 PM,social,en-US,contact@brightembroidery1595.example,Bright Embroidery #1595,West,small team,$100k-$250k,about 11,two,Custom embroidery,,stitch count,as needed,Always,Depends on the job,Partially,Partially,Depends on the job,Sometimes,I have a basic spreadsheet,For larger jobs only,No,Partially,,clean
R_PD_000555,2026-02-18T11:04:28Z,2026-02-18 11:11:13,IP Address,100,405,Y,02/18/2026 11:11,web,en-US,owner3@stitchdecoratedgoodssh.example,Stitch Decorated Goods Shop #1598,Midwest,solo,About $500k-$1M,less than 1,single head,Decorated apparel,Small business/local orgs,gut feel,only when vendors raise prices,I usually guess,No,No consistent process,I don't track this,Not yet,I don't track this,Not yet,Not really,No consistent process,Not really,,clean
R_PD_000556,2026-02-02 05:49:14,02/02/2026 06:02,IP Address,100,820,Y,02/02/2026 06:02,email,EN,info@magnoliadecoratedgoods.example,Magnolia Decorated Goods Shop #1599,West,6-10 employees,500k-1M,9 years,two,Custom embroidery,Small business/local orgs,cost based,once a year,We review and adjust,We use a calculator/spreadsheet,Always,Yes,Depends on the job,I have a basic spreadsheet,For larger jobs only,Partially,Sometimes,Built into our quote process,Most customers compare us by stitch count.,clean
R_PD_000557,2026-02-09 14:17:58,"Feb 09, 2026 02:34 PM",IP Address,100,1005,Y,02/09/2026 14:35,web,EN,owner5@luckystitchco1600.example,Lucky Stitch Co. #1600,West,11-25 employees,$250k-$500k,24 yrs,8 machines,Promotional products,Mostly consumers,costing worksheet,annually,Built into our quote process,Built into our quote process,Yes,Always,,We use a calculator/spreadsheet,Built into our quote process,Always,Built into our quote process,Yes,,clean
R_PD_000558,"Mar 17, 2026 12:42 AM",2026-03-17T00:56:44Z,IP Address,100,854,TRUE,"Mar 17, 2026 12:57 AM",email,en-US,contact@redbarndecoratedgoodsg.example,Red Barn Decorated Goods Group #1601,Midwest,small team,$100k-$250k,8 yrs,3-head,,Small business/local orgs,cost plus profit,every year,Sometimes,We use a calculator/spreadsheet,Yes,Sometimes,Yes,We review and adjust,I usually guess,I have a basic spreadsheet,Always,"Yes, documented",We are trying to stop undercharging.,clean
R_PD_000559,"Mar 19, 2026 12:09 PM",03/19/26 12:20 PM,IP Address,100,609,True,2026-03-19 12:20:44,social,English,hello@mainstreetthreads1602.example,Main Street Threads #1602,South,2-5,$500k-$1m,about 9,2 machines,Contract embroidery,Mixed,hourly rate,when I remember,No consistent process,Not yet,I have a basic spreadsheet,Not yet,I usually guess,No,I usually guess,I usually guess,Not really,Not yet,Rush jobs are where we get into trouble.,clean
R_PD_000560,04/15/26 08:31 PM,2026-04-15T20:38:24Z,IP Address,100,405,Complete,2026-04-15 20:39:26,newsletter,EN,office@mainstreetstudiostudio.example,Main Street Studio Studio #1603,West,one-person shop,About $50k-$100k,2 years,single head,Mixed services,Contract/B2B,spreadsheet + stitch count,once a year,Rough estimate,"Yes, documented","Yes, documented",Always,Built into our quote process,"Yes, documented","Yes, documented",For larger jobs only,Yes,Yes,Most customers compare us by stitch count.,clean
R_PD_000561,04/21/26 04:02 AM,04/21/26 04:12 AM,IP Address,100,595,Y,04/21/26 04:13 AM,email,EN,quotes@maplemonograms1604.example,Maple Monograms #1604,South,small team,1M+,about 12,2,Decorated apparel,Schools/teams,I quote each job,never,Depends on the job,Depends on the job,I don't track this,I usually guess,No,Rough estimate,Not really,No,I have a basic spreadsheet,Not really,We are trying to stop undercharging.,clean
R_PD_000562,"Feb 14, 2026 03:23 PM","Feb 14, 2026 03:32 PM",IP Address,100,503,True,02/14/26 03:33 PM,newsletter,EN,contact3+nnep@urbancreativellc1605.example,Urban Creative LLC #1605,South,11-25 employees,$1M+,about 18,8,Decorated apparel,Mostly consumers,job costing,yearly,Yes,We review and adjust,"Yes, documented",Built into our quote process,Always,"Yes, documented",We review and adjust,Rough estimate,Yes,Built into our quote process,Pricing is the hardest part of the business.,clean
R_PD_000563,2026-03-06 03:53:40,2026-03-06T04:01:40Z,IP Address,100,480,True,2026-03-06T04:02:28Z,newsletter,EN,OWNER@WILLOWSTITCHCO1606.EXAMPLE,Willow Stitch Co. #1606,Midwest,me + 2,$100k-$250k,14 years,2 heads,Custom embroidery,Mixed,per 1000 stitches,only when vendors raise prices,Always,Yes,Sometimes,Rough estimate,Sometimes,Built into our quote process,Always,Rough estimate,Partially,Partially,I need a better way to account for setup time.,clean
R_PD_000564,"Mar 07, 2026 06:04 PM",03/07/2026 18:11,IP Address,100,446,Y,2026-03-07T18:12:17Z,anonymous,EN,CONTACT@SUNRISETEAMWEARCOMPANY.EXAMPLE,Sunrise Teamwear Company #1607,Northeast,larger shop,$1M+,14 years,8-head,,Mixed,competitive pricing,if supplies go up,Yes,,Partially,Sometimes,For larger jobs only,Built into our quote process,Rough estimate,Partially,Partially,For larger jobs only,Rush jobs are where we get into trouble.,clean
R_PD_000565,04/11/26 05:08 AM,04/11/26 05:10 AM,IP Address,100,112,TRUE,2026-04-11 05:10:31,web,EN,info6@northstarmonograms1608.example,North Star Monograms #1608,South,6 to 10,100k-250k,18 yrs,6,Custom embroidery,Mostly consumers,per 1000 stitches,every few months,Yes,Partially,Yes,I have a basic spreadsheet,,Rough estimate,Partially,Partially,"Yes, documented",Sometimes,Most customers compare us by stitch count.,clean
R_PD_000566,2026-02-08T06:42:06Z,"Feb 08, 2026 06:47 AM",IP Address,100,335,True,2026-02-08T06:48:40Z,web,EN, hello@rivercustomsllc1609.example ,River Customs LLC #1609,South,owner only,under $50k,about 1,1,Mixed services,Mixed,by stitch,,For larger jobs only,Rough estimate,Depends on the job,Rough estimate,No,No,Not yet,Not really,Not really,For larger jobs only,Most customers compare us by stitch count.,clean
R_PD_000567,2026-05-22T18:17:14Z,2026-05-22T18:31:06Z,IP Address,100,832,True,2026-05-22T18:32:06Z,web,EN, sales2@threadembroiderycollec.example ,Thread Embroidery Collective #1611,Northeast,6 to 10,$250k-$500k,10 yrs,4,Promotional products,Schools/teams,materials + markup,rarely,Depends on the job,Built into our quote process,Depends on the job,We review and adjust,I have a basic spreadsheet,Partially,I have a basic spreadsheet,Partially,I have a basic spreadsheet,Rough estimate,,clean
R_PD_000568,2026-04-03 23:46:04,04/03/26 11:59 PM,IP Address,100,830,True,04/04/26 12:00 AM,newsletter,EN,contact@hoopmonograms1612.example,Hoop Monograms #1612,Midwest,me + 2,$50k-$100k,about 0,3 machines,Decorated apparel,Contract/B2B,value based,when costs change,For larger jobs only,We use a calculator/spreadsheet,Partially,Built into our quote process,Depends on the job,I have a basic spreadsheet,Partially,Rough estimate,Depends on the job,I have a basic spreadsheet,Rush jobs are where we get into trouble.,clean
R_PD_000569,05/11/26 01:28 PM,"May 11, 2026 01:39 PM",IP Address,100,656,Y,2026-05-11 13:39:47,email,en-US, hello@brightneedleworksllc16.example ,Bright Needleworks LLC #1613,South,small team,Under $50k,about 11,5,Contract embroidery,Contract/B2B,premium pricing,before every quote,For larger jobs only,"Yes, documented",We review and adjust,Rough estimate,"Yes, documented",Rough estimate,Rough estimate,Depends on the job,We use a calculator/spreadsheet,Built into our quote process,Most customers compare us by stitch count.,clean
R_PD_000570,04/14/26 04:49 PM,"Apr 14, 2026 05:00 PM",IP Address,100,653,Y,04/14/26 05:01 PM,email,en-US,office@urbanthreadsshop1614.example,Urban Threads Shop #1614,Northeast,2-5,About $100k-$250k,about 10,4-head,Contract embroidery,Mixed,spreadsheet + stitch count,each quarter,Yes,We review and adjust,For larger jobs only,Always,Yes,We use a calculator/spreadsheet,Yes,Partially,"Yes, documented",Partially,I need a better way to account for setup time.,clean
R_PD_000571,"May 22, 2026 03:52 PM",2026-05-22T16:06:46Z,IP Address,100,873,Y,05/22/2026 16:07,social,EN,info@threadmonogramscollect.example,Thread Monograms Collective #1615,West,6 to 10,Prefer not to say,since 2008,6,Promotional products,Mostly consumers,based on customer value,each estimate,Always,We review and adjust,Always,Rough estimate,"Yes, documented",We use a calculator/spreadsheet,We review and adjust,Partially,We use a calculator/spreadsheet,We review and adjust,Rush jobs are where we get into trouble.,clean
R_PD_000572,2026-04-01 16:24:41,04/01/26 04:33 PM,IP Address,100,544,Complete,"Apr 01, 2026 04:34 PM",email,en-US,OWNER@LUCKYDECORATEDGOODSCOL.EXAMPLE,Lucky Decorated Goods Collective #1616,Midwest,2 to 5 employees,About $100k-$250k,9 years,1-head,Custom embroidery,Mostly consumers,time based,only when vendors raise prices,Yes,We use a calculator/spreadsheet,Yes,We review and adjust,We use a calculator/spreadsheet,Always,We use a calculator/spreadsheet,We review and adjust,We review and adjust,We use a calculator/spreadsheet,I need a better way to account for setup time.,clean
R_PD_000573,02/27/26 10:34 PM,"Feb 27, 2026 10:41 PM",IP Address,100,431,Complete,02/27/2026 22:41,anonymous,EN, quotes@silverwearablescompany.example ,Silver Wearables Company #1617,West,over 25,$500k-$1m,9 yrs,12 machines,Custom embroidery,Corporate/commercial,stitch count,once a year,We use a calculator/spreadsheet,We review and adjust,"Yes, documented",We review and adjust,Built into our quote process,Yes,"Yes, documented",Built into our quote process,We use a calculator/spreadsheet,We use a calculator/spreadsheet,I need a better way to account for setup time.,clean
R_PD_000574,02/27/2026 16:34,02/27/2026 16:44,IP Address,100,605,Y,"Feb 27, 2026 04:45 PM",anonymous,en-US,HELLO@BRIGHTTEAMWEARSTUDIO16.EXAMPLE,Bright Teamwear Studio #1618,Midwest,solo,$100k-$250k,1,one,Mixed services,Contract/B2B,manual estimate,,No,I usually guess,I don't track this,Not yet,No,Not yet,Not really,Not yet,No consistent process,I usually guess,Pricing is the hardest part of the business.,clean
R_PD_000575,05/13/26 10:07 PM,2026-05-13T22:15:57Z,IP Address,100,479,TRUE,2026-05-13 22:16:18,newsletter,EN,OFFICE@HERITAGESTITCHCOSHOP16.EXAMPLE,Heritage Stitch Co. Shop #1619,West,2-5,250k-500k,12 years,2,Decorated apparel,Schools/teams,spreadsheet + stitch count,yearly,"Yes, documented",Always,"Yes, documented",We review and adjust,Built into our quote process,Always,We review and adjust,Yes,Rough estimate,"Yes, documented",Pricing is the hardest part of the business.,clean
R_PD_000576,02/07/2026 09:02,02/07/2026 09:13,IP Address,100,694,Complete,2026-02-07T09:14:58Z,web,en-US,contact4@magnoliadigitizingllc1.example,Magnolia Digitizing LLC #1620,Midwest,just me,$500k-$1m,18,3,Decorated apparel,Small business/local orgs,mostly stitch count,every job,We use a calculator/spreadsheet,Always,We review and adjust,Sometimes,Depends on the job,Rough estimate,We review and adjust,Sometimes,Built into our quote process,For larger jobs only,We are trying to stop undercharging.,clean
R_PD_000577,2026-03-14T11:31:21Z,"Mar 14, 2026 11:35 AM",IP Address,100,258,TRUE,2026-03-14T11:36:19Z,web,en-US,quotes@northstarprintstitchco.example,North Star Print & Stitch Collective #1621,Northeast,one-person shop,,4 yrs,1-head,Mixed services,Corporate/commercial,hourly,once a year,Depends on the job,I have a basic spreadsheet,Sometimes,I don't track this,Rough estimate,Depends on the job,Rough estimate,Depends on the job,Rough estimate,I usually guess,Pricing is the hardest part of the business.,clean
R_PD_000578,2026-03-28T09:08:27Z,03/28/26 09:14 AM,IP Address,100,351,TRUE,03/28/26 09:14 AM,anonymous,en-US,contact6@needleneedleworksllc16.example,NEEDLE NEEDLEWORKS LLC #1622,Midwest,owner only,About $100k-$250k,19 years,two,Promotional products,Contract/B2B,by stitch,as needed,Rough estimate,Partially,We use a calculator/spreadsheet,I have a basic spreadsheet,Rough estimate,Sometimes,I don't track this,Sometimes,Sometimes,Depends on the job,I need a better way to account for setup time.,clean
R_PD_000579,06/04/2026 11:35,06/04/26 11:38 AM,IP Address,100,198,Y,06/04/26 11:40 AM,newsletter,English,sales@lakesidestitchcogroup1.example,Lakeside Stitch Co. Group #1623,South,2-5 employees,About $100k-$250k,2 yrs,2 heads,Decorated apparel,Mostly consumers,stitch rate,if supplies go up,,We use a calculator/spreadsheet,We use a calculator/spreadsheet,For larger jobs only,Sometimes,Rough estimate,For larger jobs only,Always,"Yes, documented",Sometimes,I need a better way to account for setup time.,clean
R_PD_000580,"Apr 06, 2026 08:47 PM",2026-04-06T20:51:01Z,IP Address,100,239,Y,04/06/26 08:51 PM,newsletter,EN,info@goldenapparelgroup1624.example,Golden Apparel Group #1624,West,small team,About $100k-$250k,since 2008,3 heads,Custom embroidery,Small business/local orgs,job costing,every year,"Yes, documented",Yes,We use a calculator/spreadsheet,Yes,We review and adjust,We use a calculator/spreadsheet,We review and adjust,We use a calculator/spreadsheet,Built into our quote process,We use a calculator/spreadsheet,,clean
R_PD_000581,"Apr 29, 2026 11:05 AM",2026-04-29T11:22:10Z,IP Address,100,1017,Complete,2026-04-29T11:23:32Z,anonymous,en-US,owner@urbanthreadscollective.example,Urban Threads Collective #1625,West,2 to 5 employees,$50k-$100k,9 years,2 heads,Custom embroidery,Small business/local orgs,spreadsheet + stitch count,every year,Always,Yes,Always,"Yes, documented",Yes,Yes,For larger jobs only,We use a calculator/spreadsheet,We use a calculator/spreadsheet,I have a basic spreadsheet,We are trying to stop undercharging.,clean
R_PD_000582,05/27/2026 08:57,2026-05-27T08:59:51Z,IP Address,100,152,Y,2026-05-27T09:00:11Z,web,en-US,hello3@urbanlogoshopcollectiv.example,URBAN LOGO SHOP COLLECTIVE #1626,Midwest,3 employees,$500k-$1m,1 yrs,3 heads,Decorated apparel,Mostly consumers,I quote each job,when costs change,Depends on the job,I don't track this,Depends on the job,Sometimes,Not yet,Depends on the job,For larger jobs only,Partially,Rough estimate,Partially,We are trying to stop undercharging.,clean
R_PD_000583,2026-04-28T11:39:40Z,04/28/26 11:49 AM,IP Address,100,617,Complete,"Apr 28, 2026 11:50 AM",anonymous,en-US,owner+nnep@needlecreativecollecti.example,Needle Creative Collective #1628,West,one-person shop,100k-250k,8 years,2,Promotional products,Mostly consumers,cost+margin,once a year,Sometimes,We review and adjust,Rough estimate,Sometimes,For larger jobs only,Depends on the job,Partially,Depends on the job,I have a basic spreadsheet,Partially,Rush jobs are where we get into trouble.,clean
R_PD_000584,03/13/2026 01:40,"Mar 13, 2026 01:48 AM",IP Address,100,518,True,03/13/2026 01:49,email,en-US,contact@magnoliaembroidery1629.example,Magnolia Embroidery #1629,South,one-person shop,Prefer not to say,about 7,3 heads,Decorated apparel,Schools/teams,by stitch,if supplies go up,Always,Sometimes,Yes,I have a basic spreadsheet,Rough estimate,Rough estimate,I have a basic spreadsheet,For larger jobs only,For larger jobs only,Yes,I need a better way to account for setup time.,clean
R_PD_000585,2026-02-28T19:08:45Z,2026-02-28T19:18:27Z,IP Address,100,582,Y,2026-02-28T19:18:33Z,web,English,quotes@willowworksshop1630.example,Willow Works Shop #1630,South,3 employees,About $250k-$500k,about 27,1,Team/school spiritwear,Small business/local orgs,premium pricing,every year,Yes,Yes,Built into our quote process,Depends on the job,"Yes, documented",Yes,For larger jobs only,Partially,I have a basic spreadsheet,I have a basic spreadsheet,Pricing is the hardest part of the business.,clean
R_PD_000586,05/29/26 07:40 AM,05/29/2026 07:49,IP Address,100,533,True,2026-05-29 07:49:28,social,English,sales @ luckydecoratedgoodscom.example,Lucky Decorated Goods Company #1631,South,large operation,$1M+,20 years,12 machines,Contract embroidery,Small business/local orgs,cost based,quarterly,Built into our quote process,Yes,Always,Always,We use a calculator/spreadsheet,Yes,Yes,For larger jobs only,Always,We review and adjust,We are trying to stop undercharging.,clean
R_PD_000587,"Apr 24, 2026 08:45 AM",2026-04-24 08:50:20,IP Address,100,288,Y,04/24/26 08:51 AM,newsletter,EN,sales@maplecreativellc1632.example,Maple Creative LLC #1632,Northeast,2-5,$250k-$500k,0 yrs,2 heads,Custom embroidery,Mixed,calculator,every job,Built into our quote process,Rough estimate,For larger jobs only,Built into our quote process,Always,Sometimes,Yes,Yes,Sometimes,For larger jobs only,,clean
R_PD_000588,04/19/26 09:45 PM,2026-04-19T21:57:56Z,IP Address,100,770,True,"Apr 19, 2026 09:58 PM",newsletter,English,owner3@heritagethreadsshop163.example,Heritage Threads Shop #1633,South,1,Under 50k,about 9,2-head,Custom embroidery,Contract/B2B,mostly stitch count,as needed,For larger jobs only,I have a basic spreadsheet,I have a basic spreadsheet,For larger jobs only,Rough estimate,Sometimes,Partially,Sometimes,Rough estimate,Partially,,clean
R_PD_000589,2026-03-10 06:16:25,"Mar 10, 2026 06:29 AM",IP Address,100,759,True,2026-03-10T06:29:39Z,anonymous,English,INFO4@RIVERSTUDIOCOLLECTIVE1.EXAMPLE,River Studio Collective #1634,South,larger shop,$1m+,14,five,Contract embroidery,Small business/local orgs,hybrid,never,We use a calculator/spreadsheet,Yes,"Yes, documented",We review and adjust,Depends on the job,Rough estimate,Sometimes,For larger jobs only,For larger jobs only,For larger jobs only,,clean
R_PD_000590,2026-05-04 10:20:03,2026-05-04 10:33:49,IP Address,100,826,TRUE,2026-05-04T10:34:37Z,email,English,info@summitworkscollective1.example,Summit Works Collective #1635,Midwest,2-5 employees,About $100k-$250k,6 years,3,Decorated apparel,Corporate/commercial,by stitch,if supplies go up,Partially,For larger jobs only,Partially,Sometimes,I don't track this,Not really,Sometimes,Not really,Partially,We review and adjust,Rush jobs are where we get into trouble.,clean
R_PD_000591,03/05/26 05:49 PM,"Mar 05, 2026 05:54 PM",IP Address,100,319,Y,"Mar 05, 2026 05:55 PM",email,EN,contact0@northstarprintstitchco.example,North Star Print & Stitch Collective #1637,West,about 8,$250k-$500k,11,4 heads,Custom embroidery,Corporate/commercial,job costing,as needed,For larger jobs only,We review and adjust,"Yes, documented",We review and adjust,We use a calculator/spreadsheet,Depends on the job,Sometimes,For larger jobs only,For larger jobs only,I have a basic spreadsheet,,clean
R_PD_000592,"Mar 28, 2026 01:17 PM",03/28/2026 13:26,IP Address,100,534,TRUE,2026-03-28T13:26:39Z,web,EN,quotes@summitdigitizing1638.example,Summit Digitizing #1638,Midwest,2-5 employees,$1M+,16 years,one,Custom embroidery,Corporate/commercial,cost plus,only when vendors raise prices,We review and adjust,We review and adjust,We review and adjust,I have a basic spreadsheet,Yes,Partially,Partially,Depends on the job,Built into our quote process,Partially,We are trying to stop undercharging.,clean
R_PD_000593,05/20/2026 06:43,05/20/26 06:52 AM,IP Address,100,579,TRUE,2026-05-20T06:52:51Z,email,EN,,Golden Needleworks #1639,South,1,Under $50k,14 yrs,1,Decorated apparel,Contract/B2B,premium pricing,once a year,Partially,Rough estimate,Partially,Rough estimate,Rough estimate,Rough estimate,For larger jobs only,Partially,Rough estimate,I don't track this,Pricing is the hardest part of the business.,clean
R_PD_000594,"Mar 06, 2026 07:36 AM",2026-03-06 07:46:26,IP Address,100,606,True,03/06/26 07:47 AM,social,en-US,office3@urbanwearablesgroup164.example,Urban Wearables Group #1640,West,6 to 10,About $100k-$250k,22,6,Promotional products,Mixed,calculator,if supplies go up,Built into our quote process,Yes,Always,Yes,We review and adjust,Built into our quote process,,Always,We use a calculator/spreadsheet,We use a calculator/spreadsheet,I need a better way to account for setup time.,clean
R_PD_000595,2026-04-09 22:09:45,2026-04-09 22:22:57,IP Address,100,792,TRUE,2026-04-09 22:23:56,newsletter,en-US,hello @ riverstudioshop1641.example,River Studio Shop #1641,South,Solo,$500k-$1m,6,2 machines,Decorated apparel,Small business/local orgs,depends,rarely,Partially,No,No consistent process,Not really,Not really,I don't track this,Not really,No consistent process,I don't track this,I have a basic spreadsheet,Rush jobs are where we get into trouble.,clean
R_PD_000596,02/25/2026 13:19,2026-02-25T13:35:03Z,IP Address,100,947,True,02/25/2026 13:35,web,en-US,contact@ironthreadsshop1642.example,Iron Threads Shop #1642,South,3 employees,$100k-$250k,13,1,Promotional products,Small business/local orgs,case by case,4x a year,Yes,Partially,Rough estimate,Partially,I have a basic spreadsheet,Depends on the job,Sometimes,Rough estimate,Sometimes,For larger jobs only,,clean
R_PD_000597,"Feb 07, 2026 04:20 AM",2026-02-07 04:29:55,IP Address,100,568,Y,2026-02-07 04:30:15,social,English,info@prairiebrandinggroup16.example,Prairie Branding Group #1643,Northeast,26 or more,About $250k-$500k,more than 20,10 heads,Custom embroidery,Corporate/commercial,spreadsheet + stitch count,4x a year,Always,"Yes, documented",Built into our quote process,Built into our quote process,Sometimes,Built into our quote process,Rough estimate,"Yes, documented",We review and adjust,We use a calculator/spreadsheet,,clean
R_PD_000598,02/25/26 08:16 AM,"Feb 25, 2026 08:23 AM",IP Address,100,419,True,02/25/2026 08:23,newsletter,en-US,info0@hoopteamwearstudio1644.example,Hoop Teamwear Studio #1644,Midwest,2-5,$100k-$250k,7 yrs,three,Contract embroidery,Small business/local orgs,what the job is worth,as needed,Depends on the job,We use a calculator/spreadsheet,Partially,For larger jobs only,I usually guess,Depends on the job,For larger jobs only,Partially,I have a basic spreadsheet,Rough estimate,,clean
R_PD_000599,05/19/2026 09:15,05/19/26 09:24 AM,IP Address,100,530,Complete,"May 19, 2026 09:25 AM",web,en-US,quotes@lakesidelogoshopcompan.example,Lakeside Logo Shop Company #1645,Northeast,Solo,$50k-$100k,15 yrs,single head,Custom embroidery,Schools/teams,calculator,every job,Always,For larger jobs only,Always,"Yes, documented",Built into our quote process,Partially,,For larger jobs only,Built into our quote process,Rough estimate,Most customers compare us by stitch count.,clean
R_PD_000600,02/06/26 02:22 PM,"Feb 06, 2026 02:31 PM",IP Address,100,503,Complete,02/06/2026 14:32,newsletter,en-US,quotes+nnep@ironwearablesstudio164.example,Iron Wearables Studio #1646,Midwest,mid-size shop,500k-1M,4 yrs,2 heads,Contract embroidery,Mostly consumers,case by case,when costs change,Depends on the job,Not yet,No consistent process,I don't track this,Not yet,No consistent process,No consistent process,No consistent process,I have a basic spreadsheet,Rough estimate,Pricing is the hardest part of the business.,clean
R_PD_000601,2026-03-09T13:12:18Z,03/09/26 01:19 PM,IP Address,100,408,TRUE,2026-03-09T13:19:16Z,anonymous,en-US,office+nnep@needlestudiocollective.example,Needle Studio Collective #1647,South,2-5,About $100k-$250k,12,2 machines,Mixed services,Corporate/commercial,materials + markup,constantly,"Yes, documented","Yes, documented",Depends on the job,Built into our quote process,We review and adjust,For larger jobs only,Sometimes,"Yes, documented",Depends on the job,Partially,Rush jobs are where we get into trouble.,clean
R_PD_000602,05/10/26 07:58 AM,05/10/2026 08:08,IP Address,100,585,Y,"May 10, 2026 08:08 AM",social,EN,office4@prairiethreadsllc1648.example,Prairie Threads LLC #1648,Northeast,2-5,Under 50k,12,1 heads,Custom embroidery,Contract/B2B,costing worksheet,4x a year,Yes,Rough estimate,Partially,Rough estimate,Rough estimate,Yes,I have a basic spreadsheet,Always,"Yes, documented",Built into our quote process,Most customers compare us by stitch count.,clean
R_PD_000603,2026-05-16T01:45:14Z,2026-05-16T01:56:06Z,IP Address,100,652,Y,05/16/2026 01:56,social,EN,info@urbanwearablescollecti.example,Urban Wearables Collective #1649,South,2-5 employees,50k-100k,about 1,3-head,Custom embroidery,Mostly consumers,case by case,constantly,Always,Partially,Partially,I have a basic spreadsheet,For larger jobs only,For larger jobs only,Not really,Not really,Sometimes,Rough estimate,Rush jobs are where we get into trouble.,clean
R_PD_000604,02/17/2026 18:11,2026-02-17 18:23:25,IP Address,100,719,Y,02/17/26 06:24 PM,newsletter,en-US,hello6@magnolianeedleworkscom.example,Magnolia Needleworks Company #1650,West,2-5,$50k-$100k,20+,1 heads,Mixed services,Mixed,cost plus profit,as needed,Sometimes,Always,Rough estimate,We review and adjust,No consistent process,Not yet,For larger jobs only,For larger jobs only,Sometimes,I have a basic spreadsheet,,clean
R_PD_000605,2026-04-01 15:27:21,2026-04-01 15:33:22,IP Address,100,361,True,2026-04-01 15:33:25,anonymous,English,info@redbarnapparelstudio16.example,Red Barn Apparel Studio #1652,Northeast,6-10,100k-250k,6 years,4 heads,Decorated apparel,Corporate/commercial,costing worksheet,quarterly,Yes,,Always,Yes,"Yes, documented","Yes, documented",,Built into our quote process,Yes,Built into our quote process,We are trying to stop undercharging.,clean
R_PD_000606,03/28/26 04:37 AM,2026-03-28T04:42:45Z,IP Address,100,325,TRUE,2026-03-28 04:43:34,social,en-US,hello2@pinecustoms1653.example,Pine Customs #1653,South,11 to 25 employees,1M+,about 0,6-head,Custom embroidery,Small business/local orgs,time based,never,We review and adjust,Built into our quote process,Rough estimate,For larger jobs only,Sometimes,Rough estimate,Rough estimate,Depends on the job,Sometimes,I have a basic spreadsheet,Pricing is the hardest part of the business.,clean
R_PD_000607,"Apr 11, 2026 10:42 AM",2026-04-11T10:52:44Z,IP Address,100,609,Y,"Apr 11, 2026 10:54 AM",email,en-US,hello@needlelogoshop1654.example,Needle Logo Shop #1654,South,over 25,$1m+,4 years,20-head,Mixed services,Small business/local orgs,what the job is worth,as needed,Always,We use a calculator/spreadsheet,For larger jobs only,We use a calculator/spreadsheet,,Depends on the job,We review and adjust,Depends on the job,Sometimes,Depends on the job,Rush jobs are where we get into trouble.,clean
R_PD_000608,"Apr 10, 2026 07:36 AM",04/10/26 07:44 AM,IP Address,100,520,True,04/10/2026 07:46,newsletter,EN,quotes@goldenwearablesshop165.example,Golden Wearables Shop #1655,South,6 to 10,100k-250k,19 yrs,five,Promotional products,Corporate/commercial,cost plus profit,each quarter,Built into our quote process,Always,We use a calculator/spreadsheet,Yes,Always,We review and adjust,"Yes, documented","Yes, documented",Rough estimate,Built into our quote process,Pricing is the hardest part of the business.,clean
