canonical_email,business_name_clean_diag,region_diag,business_size_diag,annual_revenue_band_diag,years_in_operation_diag,years_in_operation_band,machine_count_diag,primary_business_model_diag,customer_mix,current_pricing_method,price_review_frequency_diag,production_cost_score,real_labor_score,intended_profit_score,capacity_pressure_score,end_customer_value_score,diagnostic_total_score,pricing_maturity_tier,has_structured_pricing_system,labor_underpriced_flag,profit_target_missing_flag,capacity_pricing_gap_flag,Open Comment,q1_score,q2_score,q3_score,q4_score,q5_score,q6_score,q7_score,q8_score,q9_score,q10_score,business_size_segment,revenue_segment,experience_segment,pricing_method_segment,customer_focus_segment,weakest_driver_segment,region_segment,business_name_clean_bench,region_bench,business_size_bench,annual_revenue_band_bench,years_in_operation_bench,machine_count_bench,primary_business_model_bench,primary_pricing_method,hourly_rate_estimate_usd,stitch_rate_per_1000,minimum_order_quantity,minimum_job_charge_usd,charges_setup_fee,setup_fee_policy,charges_rush_fee,rush_fee_policy,discounting_frequency,price_review_frequency_bench,confidence_score_1_5,pricing_confidence_level,perceived_profitability,plans_price_increase_2026,Benchmark open comment
hello3@heritagelogoshopcollec.example,Heritage Logo Shop Collective #1521,Northeast,Solo owner/operator,$100k-$250k,7,6-10,1,Promotional products,Schools/teams,Cost-plus,Rarely/never,3,2,2,2,2,11,Partial Pricing System,False,False,False,False,Most customers compare us by stitch count.,2,1,1,1,1,1,1,1,1,1,Solo owner/operator,$100k-$500k,Established (4-10),Cost-plus,Mixed,Real Labor,Northeast,Heritage Logo Shop Collective #1521,Northeast,Solo owner/operator,$100k-$250k,7.0,1.0,Promotional products,Cost-plus,105.0,1.01,,,True,Always/standard,True,Published percentage/flat fee,Never,Rarely/never,3.0,Somewhat confident,Unknown,False,Minimums changed everything for us.
info@redbarnapparelgroup.example,Red Barn Apparel Group,Midwest,2-5 employees,$100k-$250k,1,<2,3,Team/school spiritwear,Mixed,Informal/custom quote,Unknown,1,0,1,0,0,2,Pricing Blind Spots,False,True,True,True,Most customers compare us by stitch count.,0,1,0,0,1,0,0,0,0,0,2-5 employees,$100k-$500k,Newcomer (0-3 yrs),Informal/custom quote,Mixed,Real Labor,Midwest,Red Barn Apparel Group,Midwest,2-5 employees,$100k-$250k,1.0,3.0,Team/school spiritwear,Informal/custom quote,71.0,1.11,,50.0,True,Sometimes/depends,True,Published percentage/flat fee,Sometimes,Unknown,5.0,Very confident,Struggling,True,
owner2@hoopdesignscompany.example,Hoop Designs Company,Northeast,2-5 employees,$250k-$500k,2,2-5,15,Mixed services,Corporate/commercial,Hybrid/job costing,Annually,4,4,4,4,4,20,Strong Pricing System,True,False,False,False,I need a better way to account for setup time.,2,2,2,2,2,2,2,2,2,2,2-5 employees,$100k-$500k,Newcomer (0-3 yrs),Hybrid/job costing,B2B,Production Cost,Northeast,Hoop Designs Company,Northeast,2-5 employees,$250k-$500k,2.0,15.0,Mixed services,Cost-plus,136.0,1.62,,50.0,True,Always/standard,False,No,Sometimes,Annually,4.0,Confident,Variable,False,I worry about losing repeat customers.
hello@prairiedigitizingstudi.example,Prairie Digitizing Studio #1475,West,2-5 employees,$100k-$250k,9,6-10,2,Decorated apparel,Schools/teams,Stitch-count based,Before every quote,4,3,2,2,2,13,Partial Pricing System,False,False,False,False,Most customers compare us by stitch count.,2,2,1,2,1,1,1,1,1,1,2-5 employees,$100k-$500k,Established (4-10),Stitch-count based,Mixed,Intended Profit,West,Prairie Digitizing Studio #1475,West,2-5 employees,$100k-$250k,9.0,2.0,Decorated apparel,Stitch-count based,,1.94,,,True,Sometimes/depends,False,No,Sometimes,When costs change,3.0,Somewhat confident,Good,False,I worry about losing repeat customers.
owner@luckythreads1470.example,Lucky Threads #1470,South,2-5 employees,$500k-$1M,2,2-5,6,Custom embroidery,Mixed,Cost-plus,Annually,2,2,3,2,3,12,Partial Pricing System,False,False,False,False,Pricing is the hardest part of the business.,1,1,1,1,1,2,1,1,2,1,2-5 employees,$500k+,Newcomer (0-3 yrs),Cost-plus,Mixed,Production Cost,South,Lucky Threads #1470,South,2-5 employees,$500k-$1M,2.0,6.0,Custom embroidery,Hybrid/job costing,107.0,1.47,12.0,,True,Sometimes/depends,True,Published percentage/flat fee,Sometimes,Annually,2.0,Slightly confident,Very strong,False,
sales@luckydecoratedgoodscom.example,Lucky Decorated Goods Company #1631,South,26+ employees,$500k-$1M,20,11-20,12,Contract embroidery,Small business/local orgs,Cost-plus,Quarterly,4,4,4,3,4,19,Strong Pricing System,True,False,False,False,We are trying to stop undercharging.,2,2,2,2,2,2,2,1,2,2,26+ employees,$500k+,Veteran (11-20),Cost-plus,Mixed,Capacity Pressure,South,Lucky Decorated Goods Company #1631,South,2-5 employees,$500k-$1M,20.0,12.0,Contract embroidery,Cost-plus,147.0,2.18,6.0,,True,Always/standard,True,Published percentage/flat fee,Sometimes,Quarterly,3.0,Somewhat confident,Very strong,False,Minimums changed everything for us.
sales@lakesidewearablesllc.example,Lakeside Wearables Llc,Unknown,Solo owner/operator,Under $50k,5,2-5,4,Team/school spiritwear,Mixed,Informal/custom quote,Rarely/never,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True,Most customers compare us by stitch count.,0,1,0,0,0,0,0,0,0,0,Solo owner/operator,Under $100k,Established (4-10),Informal/custom quote,Mixed,Real Labor,Unknown,Lakeside Wearables Llc,West,Solo owner/operator,Under $50k,5.0,4.0,Team/school spiritwear,Unknown,,1.36,,35.0,False,No,False,No,Rarely,Rarely/never,5.0,Very confident,Good,False,Minimums changed everything for us.
sales4@mapleapparelcompany138.example,Maple Apparel Company #1382,South,2-5 employees,$500k-$1M,13,11-20,30,Decorated apparel,Corporate/commercial,Stitch-count based,Quarterly,4,4,4,2,3,17,Strong Pricing System,True,False,False,False,I need a better way to account for setup time.,2,2,2,2,2,2,1,1,2,1,2-5 employees,$500k+,Veteran (11-20),Stitch-count based,B2B,Capacity Pressure,South,Maple Apparel Company #1382,South,2-5 employees,$500k-$1M,13.0,10.0,Decorated apparel,Stitch-count based,129.0,1.47,,100.0,True,Sometimes/depends,True,Published percentage/flat fee,Sometimes,Quarterly,3.0,Somewhat confident,Acceptable,False,I worry about losing repeat customers.
office1@mapleteamwearcollectiv.example,Maple Teamwear Collective,West,2-5 employees,$100k-$250k,12,11-20,6,Mixed services,Mixed,Informal/custom quote,When costs change,3,3,2,2,2,12,Partial Pricing System,False,False,False,False,Most customers compare us by stitch count.,2,1,1,2,1,1,1,1,1,1,2-5 employees,$100k-$500k,Veteran (11-20),Informal/custom quote,Mixed,Intended Profit,West,Maple Teamwear Collective,West,2-5 employees,$100k-$250k,12.0,6.0,Mixed services,Informal/custom quote,,1.17,,,True,Always/standard,True,Published percentage/flat fee,Rarely,When costs change,2.0,Slightly confident,Unknown,False,We need a better price sheet.
info1@cedarcustomsgroup.example,Cedar Customs Group,South,6-10 employees,$250k-$500k,9,6-10,6,Team/school spiritwear,Mixed,Cost-plus,Rarely/never,2,2,2,1,2,9,Partial Pricing System,False,False,False,True,Rush jobs are where we get into trouble.,1,1,1,1,1,1,1,0,1,1,6-10 employees,$100k-$500k,Established (4-10),Cost-plus,Mixed,Capacity Pressure,South,Cedar Customs Group,South,6-10 employees,$250k-$500k,9.0,6.0,Team/school spiritwear,Cost-plus,106.0,1.33,,25.0,True,Sometimes/depends,False,Case-by-case,Never,Unknown,3.0,Somewhat confident,Variable,False,We need a better price sheet.
quotes@maplethreadsstudio1729.example,Maple Threads Studio #1729,Midwest,Solo owner/operator,$250k-$500k,0,<2,1,Custom embroidery,Small business/local orgs,Competitor-based,When costs change,0,0,1,0,1,2,Pricing Blind Spots,False,True,True,True,I need a better way to account for setup time.,0,0,0,0,1,0,0,0,1,0,Solo owner/operator,$100k-$500k,Newcomer (0-3 yrs),Competitor-based,Mixed,Production Cost,Midwest,Maple Threads Studio #1729,Midwest,Unknown,$250k-$500k,0.0,1.0,Custom embroidery,Competitor-based,64.0,0.81,,,True,Sometimes/depends,False,No,Sometimes,When costs change,1.0,Not confident,Good,False,Customers are more price-sensitive this year.
info@maplebrandingcompany16.example,Maple Branding Company #1689,West,Solo owner/operator,Under $50k,13,11-20,2,Decorated apparel,Mixed,Cost-plus,Quarterly,3,3,4,2,3,15,Strong Pricing System,True,False,False,False,I need a better way to account for setup time.,1,2,2,1,2,2,1,1,2,1,Solo owner/operator,Under $100k,Veteran (11-20),Cost-plus,Mixed,Capacity Pressure,West,Maple Branding Company #1689,West,Solo owner/operator,Under $50k,13.0,2.0,Decorated apparel,Hybrid/job costing,98.0,2.05,,,True,Always/standard,False,No,Sometimes,Quarterly,4.0,Confident,Acceptable,False,Minimums changed everything for us.
sales@brightembroidery1500.example,Bright Embroidery #1500,Northeast,6-10 employees,$100k-$250k,5,2-5,10,Custom embroidery,Corporate/commercial,Hybrid/job costing,Annually,4,4,3,3,4,18,Strong Pricing System,True,False,False,False,,2,2,2,2,1,2,2,1,2,2,6-10 employees,$100k-$500k,Established (4-10),Hybrid/job costing,B2B,Intended Profit,Northeast,Bright Embroidery #1500,Northeast,6-10 employees,Unknown,5.0,10.0,Custom embroidery,Hybrid/job costing,97.0,1.58,,150.0,False,No,False,No,Rarely,Annually,5.0,Very confident,Variable,False,Minimums changed everything for us.
owner@magnoliacreative1533.example,Magnolia Creative #1533,South,Solo owner/operator,Unknown,8,6-10,1,Promotional products,Corporate/commercial,Cost-plus,Rarely/never,2,2,2,1,1,8,Partial Pricing System,False,False,False,True,,1,1,1,1,1,1,1,0,0,1,Solo owner/operator,Unknown,Established (4-10),Cost-plus,B2B,Capacity Pressure,South,Magnolia Creative #1533,South,Solo owner/operator,Unknown,8.0,1.0,Unknown,Hybrid/job costing,74.0,1.41,,100.0,True,Sometimes/depends,False,No,Rarely,Rarely/never,3.0,Somewhat confident,Variable,False,
office@pinethreadscompany1690.example,Pine Threads Company #1690,West,2-5 employees,$500k-$1M,16,11-20,2,Contract embroidery,Mostly consumers,Cost-plus,Unknown,3,1,2,0,1,7,Pricing Blind Spots,False,True,False,True,I need a better way to account for setup time.,2,1,0,1,1,1,0,0,1,0,2-5 employees,$500k+,Veteran (11-20),Cost-plus,Consumer,Capacity Pressure,West,Pine Threads Company #1690,West,2-5 employees,$500k-$1M,16.0,2.0,Contract embroidery,Cost-plus,76.0,1.06,12.0,,True,Always/standard,True,Published percentage/flat fee,Rarely,Unknown,3.0,Somewhat confident,Acceptable,True,
