respondent_id,business_name_clean,canonical_email,email_hash,region,business_size,employee_count,annual_revenue_band,years_in_operation,machine_count,primary_business_model,customer_mix,current_pricing_method,price_review_frequency,pricing_maturity_latent,in_pricing_diagnostic_clean,in_benchmark_clean,true_overlap_flag
NNEP-R0374,Blue Ridge Monograms Shop #1374,hello@blueridgemonogramsshop.example,emh_10e83d5a37,Northeast,Solo owner/operator,1,$500k-$1M,15,1,Decorated apparel,Mostly consumers,Cost-plus,Annually,0.5329,False,True,False
NNEP-R0375,Needle Print & Stitch #1375,office@needleprintstitch1375.example,emh_8b113c04b9,South,Solo owner/operator,1,$100k-$250k,1,1,Custom embroidery,Small business/local orgs,Hourly rate,Rarely/never,0.132,True,True,True
NNEP-R0376,Cedar Works Collective #1376,contact@cedarworkscollective13.example,emh_a40bf078ff,Midwest,2-5 employees,2,$100k-$250k,5,5,Custom embroidery,Mixed,Informal/custom quote,Annually,0.0892,True,False,False
NNEP-R0377,Oak Wearables LLC #1377,info@oakwearablesllc1377.example,emh_c7bd5ebbbb,Midwest,6-10 employees,9,$500k-$1M,23,4,Decorated apparel,Mostly consumers,Value-based,Annually,0.8747,True,True,True
NNEP-R0378,Blue Ridge Customs Studio #1378,info@blueridgecustomsstudio.example,emh_e3d06b2263,Northeast,Solo owner/operator,1,Under $50k,11,1,Contract embroidery,Mixed,Stitch-count based,Annually,0.3599,True,False,False
NNEP-R0379,Oak Threads LLC #1379,office1@oakthreadsllc1379.example,emh_150a711b59,West,2-5 employees,2,$50k-$100k,4,2,Decorated apparel,Mixed,Stitch-count based,Annually,0.1996,True,False,False
NNEP-R0380,Iron Creative #1380,quotes@ironcreative1380.example,emh_aa15a9a241,West,Solo owner/operator,1,$250k-$500k,5,2,Mixed services,Contract/B2B,Informal/custom quote,Before every quote,0.292,True,False,False
NNEP-R0381,Bobbin Teamwear Collective #1381,quotes@bobbinteamwearcollecti.example,emh_37fd543505,South,6-10 employees,7,$250k-$500k,32,3,Custom embroidery,Mixed,Hybrid/job costing,When costs change,0.99,True,False,False
NNEP-R0382,Maple Apparel Company #1382,sales4@mapleapparelcompany138.example,emh_9d3ac07a33,South,26+ employees,73,$1M+,13,30,Decorated apparel,Corporate/commercial,Stitch-count based,Quarterly,0.8581,True,True,True
NNEP-R0383,Golden Print & Stitch LLC #1383,quotes@goldenprintstitchllc13.example,emh_227ba94dba,Northeast,2-5 employees,3,$50k-$100k,24,1,Custom embroidery,Contract/B2B,Informal/custom quote,Annually,0.2771,False,True,False
NNEP-R0384,Stitch Decorated Goods Studio #1384,quotes@stitchdecoratedgoodsst.example,emh_d86a7e4488,South,Solo owner/operator,1,Under $50k,4,2,Contract embroidery,Mixed,Informal/custom quote,Quarterly,0.0664,False,True,False
NNEP-R0385,Urban Monograms Collective #1385,contact0@urbanmonogramscollecti.example,emh_6af650cdd2,Northeast,2-5 employees,5,$1M+,2,4,Mixed services,Contract/B2B,Stitch-count based,When costs change,0.662,True,False,False
NNEP-R0386,Silver Wearables Shop #1386,sales@silverwearablesshop138.example,emh_e68e2495ec,Canada/Other,6-10 employees,10,$250k-$500k,6,3,Decorated apparel,Mostly consumers,Value-based,When costs change,0.4081,True,False,False
NNEP-R0387,River Decorated Goods Studio #1387,office@riverdecoratedgoodsstu.example,emh_3124e50cdb,Canada/Other,26+ employees,68,$1M+,24,24,Promotional products,Small business/local orgs,Hybrid/job costing,Quarterly,0.99,True,True,True
NNEP-R0388,Lakeside Decorated Goods Studio #1388,sales@lakesidedecoratedgoods.example,emh_bcb7a36d57,South,Solo owner/operator,1,$250k-$500k,0,1,Mixed services,Small business/local orgs,Stitch-count based,When costs change,0.3885,True,False,False
NNEP-R0389,Summit Print & Stitch Company #1389,sales4@summitprintstitchcompa.example,emh_499344cd8d,Midwest,6-10 employees,10,$50k-$100k,15,10,Custom embroidery,Contract/B2B,Cost-plus,When costs change,0.6021,True,False,False
NNEP-R0390,Magnolia Monograms Company #1390,owner@magnoliamonogramscompa.example,emh_a0c8fc0583,South,2-5 employees,2,$500k-$1M,10,5,Decorated apparel,Mixed,Stitch-count based,Before every quote,0.8056,True,False,False
NNEP-R0391,Blue Ridge Works Company #1391,hello@blueridgeworkscompany1.example,emh_42f5e316f6,Midwest,2-5 employees,4,$250k-$500k,0,5,Custom embroidery,Contract/B2B,Stitch-count based,Annually,0.3725,True,False,False
NNEP-R0392,Summit Digitizing #1392,info0@summitdigitizing1392.example,emh_82ac528cfb,Midwest,11-25 employees,22,$250k-$500k,13,4,Team/school spiritwear,Mixed,Competitor-based,Annually,0.4387,True,False,False
NNEP-R0393,Willow Logo Shop Shop #1393,office@willowlogoshopshop1393.example,emh_c56b327a4f,Northeast,Solo owner/operator,1,Under $50k,0,2,Mixed services,Mostly consumers,Informal/custom quote,Rarely/never,0.055,False,True,False
NNEP-R0394,Maple Decorated Goods Studio #1394,hello2@mapledecoratedgoodsstu.example,emh_b184336d30,South,6-10 employees,8,$250k-$500k,0,5,Custom embroidery,Small business/local orgs,Cost-plus,When costs change,0.4763,True,True,True
NNEP-R0395,Prairie Threads LLC #1395,sales@prairiethreadsllc1395.example,emh_8e6f1b74f7,South,2-5 employees,4,$100k-$250k,10,3,Promotional products,Mostly consumers,Informal/custom quote,Quarterly,0.4183,True,False,False
NNEP-R0396,Pine Threads Shop #1396,owner@pinethreadsshop1396.example,emh_99cac40e14,West,Solo owner/operator,1,$250k-$500k,22,1,Promotional products,Small business/local orgs,Hybrid/job costing,When costs change,0.8169,True,False,False
NNEP-R0397,North Star Designs Company #1397,contact@northstardesignscompan.example,emh_ed2591a811,Midwest,26+ employees,35,$1M+,26,8,Custom embroidery,Contract/B2B,Hourly rate,Annually,0.9444,True,False,False
NNEP-R0398,Heritage Decorated Goods LLC #1398,info@heritagedecoratedgoods.example,emh_97ed67adc9,Midwest,2-5 employees,2,$500k-$1M,14,2,Decorated apparel,Contract/B2B,Informal/custom quote,Rarely/never,0.4181,True,False,False
NNEP-R0399,Iron Creative #1399,contact0@ironcreative1399.example,emh_9a71851196,West,Solo owner/operator,1,$100k-$250k,8,1,Decorated apparel,Mixed,Hourly rate,Before every quote,0.8316,True,True,True
NNEP-R0400,Pine Wearables Group #1400,owner@pinewearablesgroup1400.example,emh_307344cbd8,South,Solo owner/operator,1,$100k-$250k,24,1,Team/school spiritwear,Mixed,Informal/custom quote,Quarterly,0.5938,True,False,False
NNEP-R0401,Red Barn Threads Collective #1401,info@redbarnthreadscollecti.example,emh_85c3416c6a,South,2-5 employees,5,$250k-$500k,23,2,Decorated apparel,Mostly consumers,Competitor-based,Rarely/never,0.2827,True,False,False
NNEP-R0402,Blue Ridge Studio #1402,quotes@blueridgestudio1402.example,emh_70dd19a2de,Midwest,Solo owner/operator,1,$100k-$250k,9,1,Promotional products,Schools/teams,Hourly rate,When costs change,0.3853,False,True,False
NNEP-R0403,Willow Studio Studio #1403,quotes@willowstudiostudio1403.example,emh_e4aa1679da,Northeast,6-10 employees,6,$100k-$250k,0,2,Team/school spiritwear,Mixed,Informal/custom quote,Rarely/never,0.5009,True,True,True
NNEP-R0404,Summit Creative Group #1404,office@summitcreativegroup140.example,emh_de2272fac9,Northeast,26+ employees,29,$500k-$1M,18,24,Decorated apparel,Corporate/commercial,Hourly rate,Before every quote,0.7006,True,False,False
NNEP-R0405,Blue Ridge Decorated Goods Group #1405,office@blueridgedecoratedgood.example,emh_2739aa95ae,South,6-10 employees,10,$1M+,10,10,Custom embroidery,Mostly consumers,Stitch-count based,Annually,0.5488,True,False,False
NNEP-R0406,Urban Decorated Goods Group #1406,contact@urbandecoratedgoodsgro.example,emh_191107ff8c,South,2-5 employees,5,$100k-$250k,11,2,Decorated apparel,Schools/teams,Cost-plus,When costs change,0.6939,True,False,False
NNEP-R0407,North Star Needleworks #1407,sales@northstarneedleworks14.example,emh_545a86bf16,Northeast,6-10 employees,6,$100k-$250k,22,3,Contract embroidery,Mixed,Hybrid/job costing,When costs change,0.7877,True,False,False
NNEP-R0408,Lucky Creative Group #1408,sales@luckycreativegroup1408.example,emh_8851ecb919,South,2-5 employees,3,$250k-$500k,23,6,Custom embroidery,Mixed,Stitch-count based,Rarely/never,0.5348,True,False,False
NNEP-R0409,Red Barn Designs LLC #1409,owner3@redbarndesignsllc1409.example,emh_d5d3930098,Midwest,Solo owner/operator,1,$100k-$250k,6,1,Custom embroidery,Small business/local orgs,Competitor-based,When costs change,0.4364,True,False,False
NNEP-R0410,Magnolia Logo Shop Group #1410,info@magnolialogoshopgroup1.example,emh_e705074656,South,2-5 employees,2,$1M+,13,2,Team/school spiritwear,Contract/B2B,Hybrid/job costing,When costs change,0.6525,True,False,False
NNEP-R0411,Blue Ridge Creative Company #1411,info5@blueridgecreativecompa.example,emh_42960ae42d,Northeast,2-5 employees,4,$1M+,3,1,Decorated apparel,Small business/local orgs,Stitch-count based,Annually,0.6875,True,False,False
NNEP-R0412,Blue Ridge Decorated Goods Collective #1412,info@blueridgedecoratedgood.example,emh_d00fdbc5d7,Northeast,Solo owner/operator,1,$50k-$100k,4,3,Contract embroidery,Schools/teams,Informal/custom quote,When costs change,0.109,True,True,True
NNEP-R0413,River Wearables Company #1413,owner0@riverwearablescompany1.example,emh_1dc77f01e5,Northeast,2-5 employees,3,$100k-$250k,15,1,Custom embroidery,Mostly consumers,Informal/custom quote,When costs change,0.2993,False,True,False
NNEP-R0414,Main Street Customs Company #1414,owner@mainstreetcustomscompa.example,emh_3faaa4f2e8,South,2-5 employees,4,$100k-$250k,5,2,Custom embroidery,Small business/local orgs,Cost-plus,Rarely/never,0.4306,True,False,False
NNEP-R0415,Cedar Customs Collective #1415,office@cedarcustomscollective.example,emh_6903a3c879,Midwest,11-25 employees,20,$1M+,17,15,Custom embroidery,Contract/B2B,Hybrid/job costing,Quarterly,0.99,True,True,True
NNEP-R0416,Red Barn Logo Shop Company #1416,quotes@redbarnlogoshopcompany.example,emh_f1b3b50077,South,Solo owner/operator,1,$250k-$500k,13,2,Mixed services,Small business/local orgs,Cost-plus,Annually,0.7731,True,False,False
NNEP-R0417,Red Barn Apparel Studio #1417,info@redbarnapparelstudio14.example,emh_5ecfd866b6,Midwest,2-5 employees,3,$500k-$1M,21,3,Contract embroidery,Mostly consumers,Hybrid/job costing,When costs change,0.7881,True,True,True
NNEP-R0418,Willow Logo Shop Group #1418,sales@willowlogoshopgroup141.example,emh_50779ca1aa,Northeast,2-5 employees,3,$500k-$1M,12,5,Decorated apparel,Small business/local orgs,Stitch-count based,Quarterly,0.5388,True,False,False
NNEP-R0419,Sunrise Print & Stitch Collective #1419,office6@sunriseprintstitchcoll.example,emh_ac18e98548,South,Solo owner/operator,1,$100k-$250k,3,1,Decorated apparel,Corporate/commercial,Stitch-count based,Rarely/never,0.02,True,False,False
NNEP-R0420,Prairie Branding Collective #1420,quotes@prairiebrandingcollect.example,emh_9050c61627,Midwest,Solo owner/operator,1,$500k-$1M,10,1,Mixed services,Mostly consumers,Hybrid/job costing,Rarely/never,0.3229,True,False,False
NNEP-R0421,Bobbin Needleworks #1421,sales@bobbinneedleworks1421.example,emh_1683918380,West,6-10 employees,6,$500k-$1M,20,8,Mixed services,Small business/local orgs,Stitch-count based,Quarterly,0.99,True,False,False
NNEP-R0422,Magnolia Branding Shop #1422,sales@magnoliabrandingshop14.example,emh_ac8fa243e6,South,11-25 employees,20,$250k-$500k,19,8,Custom embroidery,Mostly consumers,Hybrid/job costing,Annually,0.9607,True,False,False
NNEP-R0423,Red Barn Creative Collective #1423,info@redbarncreativecollect.example,emh_302f82ed75,Midwest,2-5 employees,4,$250k-$500k,11,6,Custom embroidery,Small business/local orgs,Informal/custom quote,Rarely/never,0.0859,False,True,False
NNEP-R0424,Blue Ridge Embroidery Shop #1424,hello4@blueridgeembroiderysho.example,emh_6acebe7eb8,Canada/Other,11-25 employees,16,$100k-$250k,1,4,Mixed services,Contract/B2B,Hourly rate,Before every quote,0.872,True,False,False
NNEP-R0425,Stitch Creative Company #1425,office5@stitchcreativecompany1.example,emh_e2f6215931,West,11-25 employees,14,$500k-$1M,13,12,Custom embroidery,Mixed,Value-based,Annually,0.8418,True,True,True
NNEP-R0426,Crown Teamwear Collective #1426,sales@crownteamwearcollectiv.example,emh_0efb7dbc48,South,2-5 employees,5,$250k-$500k,13,3,Contract embroidery,Corporate/commercial,Cost-plus,Quarterly,0.6566,True,False,False
NNEP-R0427,Red Barn Designs Company #1427,sales@redbarndesignscompany1.example,emh_f7c76f5aec,Northeast,Solo owner/operator,1,Under $50k,0,1,Custom embroidery,Corporate/commercial,Stitch-count based,When costs change,0.1822,True,False,False
NNEP-R0428,Prairie Threads Company #1428,hello@prairiethreadscompany1.example,emh_4cf90b3f82,South,Solo owner/operator,1,$100k-$250k,10,1,Promotional products,Mostly consumers,Cost-plus,When costs change,0.522,True,False,False
NNEP-R0429,Needle Digitizing Collective #1429,sales@needledigitizingcollec.example,emh_4cca331a63,Northeast,Solo owner/operator,1,$1M+,22,2,Mixed services,Small business/local orgs,Stitch-count based,Before every quote,0.5985,True,False,False
NNEP-R0430,Magnolia Customs Shop #1430,sales@magnoliacustomsshop143.example,emh_228df832ab,South,Solo owner/operator,1,Under $50k,8,1,Mixed services,Mixed,Informal/custom quote,When costs change,0.365,True,False,False
NNEP-R0431,Heritage Customs Collective #1431,contact@heritagecustomscollect.example,emh_cd8eb4ca02,South,2-5 employees,5,$100k-$250k,0,4,Custom embroidery,Mostly consumers,Hybrid/job costing,When costs change,0.6007,True,False,False
NNEP-R0432,Main Street Stitch Co. Group #1432,info5@mainstreetstitchcogrou.example,emh_a2eab062b2,Midwest,Solo owner/operator,1,$50k-$100k,9,3,Custom embroidery,Contract/B2B,Stitch-count based,Annually,0.5525,True,False,False
NNEP-R0433,Bobbin Creative Studio #1433,quotes@bobbincreativestudio14.example,emh_6c092b8208,Midwest,Solo owner/operator,1,$50k-$100k,0,1,Team/school spiritwear,Mostly consumers,Informal/custom quote,Rarely/never,0.02,True,True,True
NNEP-R0434,Summit Logo Shop Studio #1434,owner@summitlogoshopstudio14.example,emh_1f3b63b0be,Midwest,2-5 employees,2,$500k-$1M,24,3,Decorated apparel,Small business/local orgs,Hybrid/job costing,When costs change,0.8609,True,False,False
NNEP-R0435,Red Barn Logo Shop Company #1435,sales@redbarnlogoshopcompany.example,emh_08fb12aeb9,Northeast,2-5 employees,3,$50k-$100k,13,2,Custom embroidery,Mixed,Stitch-count based,Quarterly,0.7015,True,False,False
NNEP-R0436,Oak Branding Shop #1436,contact2@oakbrandingshop1436.example,emh_522a65d39c,Midwest,Solo owner/operator,1,$100k-$250k,12,2,Mixed services,Schools/teams,Hybrid/job costing,When costs change,0.7381,True,False,False
NNEP-R0437,Stitch Studio Studio #1437,owner@stitchstudiostudio1437.example,emh_2d7fd914ec,Midwest,11-25 employees,19,$250k-$500k,16,8,Team/school spiritwear,Small business/local orgs,Stitch-count based,Quarterly,0.8991,True,False,False
NNEP-R0438,Main Street Print & Stitch Studio #1438,hello@mainstreetprintstitchs.example,emh_2ab7ac9001,Midwest,Solo owner/operator,1,$50k-$100k,13,1,Promotional products,Corporate/commercial,Hybrid/job costing,Rarely/never,0.6769,True,False,False
NNEP-R0439,Needle Wearables Shop #1439,office@needlewearablesshop143.example,emh_9e9aa6456b,West,Solo owner/operator,1,$500k-$1M,8,3,Contract embroidery,Mixed,Stitch-count based,Annually,0.3991,True,False,False
NNEP-R0440,Sunrise Designs #1440,owner6@sunrisedesigns1440.example,emh_7166ca81ff,Northeast,2-5 employees,5,$250k-$500k,16,5,Promotional products,Corporate/commercial,Informal/custom quote,When costs change,0.8824,True,False,False
NNEP-R0441,Crown Works #1441,owner@crownworks1441.example,emh_9896b7f893,West,6-10 employees,10,$100k-$250k,7,10,Mixed services,Schools/teams,Value-based,When costs change,0.8711,True,False,False
NNEP-R0442,Sunrise Creative Studio #1442,office@sunrisecreativestudio1.example,emh_e5ca5eab24,South,6-10 employees,9,$1M+,10,2,Custom embroidery,Small business/local orgs,Stitch-count based,Before every quote,0.3176,True,True,True
NNEP-R0443,Stitch Apparel Studio #1443,contact@stitchapparelstudio144.example,emh_922bca7521,Northeast,2-5 employees,4,$50k-$100k,1,3,Decorated apparel,Corporate/commercial,Value-based,Annually,0.6642,True,True,True
NNEP-R0444,Lakeside Works Collective #1444,owner@lakesideworkscollectiv.example,emh_2d46982b59,South,2-5 employees,4,Under $50k,2,1,Custom embroidery,Mostly consumers,Value-based,Rarely/never,0.6277,True,False,False
NNEP-R0445,Golden Teamwear Studio #1445,info@goldenteamwearstudio14.example,emh_de96e2ffc7,Northeast,Solo owner/operator,1,$500k-$1M,4,1,Custom embroidery,Corporate/commercial,Competitor-based,When costs change,0.4009,True,False,False
NNEP-R0446,North Star Apparel Studio #1446,quotes5@northstarapparelstudio.example,emh_b99e5eee73,Midwest,11-25 employees,19,$250k-$500k,2,10,Decorated apparel,Contract/B2B,Informal/custom quote,When costs change,0.5763,True,True,True
NNEP-R0447,Stitch Wearables #1447,sales@stitchwearables1447.example,emh_cf6809740e,Northeast,6-10 employees,7,$50k-$100k,13,4,Custom embroidery,Mixed,Stitch-count based,Quarterly,0.6806,True,False,False
NNEP-R0448,Heritage Studio Shop #1448,info@heritagestudioshop1448.example,emh_1e1172e21a,Midwest,6-10 employees,6,$250k-$500k,2,15,Decorated apparel,Mixed,Informal/custom quote,Quarterly,0.7163,True,False,False
NNEP-R0449,Stitch Logo Shop Company #1449,hello1@stitchlogoshopcompany1.example,emh_0a2ce2a627,Midwest,Solo owner/operator,1,$50k-$100k,19,4,Decorated apparel,Mostly consumers,Competitor-based,When costs change,0.4188,True,False,False
NNEP-R0450,Maple Digitizing Shop #1450,sales2@mapledigitizingshop145.example,emh_fb638e9a76,South,11-25 employees,12,$1M+,10,15,Mixed services,Mixed,Cost-plus,Annually,0.8912,True,False,False
NNEP-R0451,North Star Threads Collective #1451,sales@northstarthreadscollec.example,emh_ab5bb322cd,West,2-5 employees,2,$100k-$250k,5,3,Promotional products,Corporate/commercial,Cost-plus,Quarterly,0.5914,True,False,False
NNEP-R0452,Urban Apparel Studio #1452,quotes@urbanapparelstudio1452.example,emh_8afb0e0ab9,Northeast,11-25 employees,16,$1M+,1,10,Custom embroidery,Mostly consumers,Stitch-count based,Before every quote,0.6685,True,True,True
NNEP-R0453,Golden Threads Studio #1453,owner@goldenthreadsstudio145.example,emh_97721efc8e,South,26+ employees,71,$500k-$1M,18,15,Decorated apparel,Mostly consumers,Hybrid/job costing,Annually,0.99,True,True,True
NNEP-R0454,Pine Embroidery #1454,owner6@pineembroidery1454.example,emh_2994fd1646,South,2-5 employees,5,$500k-$1M,16,3,Custom embroidery,Mostly consumers,Hybrid/job costing,Rarely/never,0.5349,True,False,False
NNEP-R0455,Needle Digitizing Group #1455,info@needledigitizinggroup1.example,emh_af1f36315f,South,Solo owner/operator,1,$50k-$100k,11,2,Custom embroidery,Schools/teams,Informal/custom quote,Quarterly,0.3437,True,False,False
NNEP-R0456,Stitch Works Shop #1456,info@stitchworksshop1456.example,emh_19095e65fb,West,Solo owner/operator,1,$50k-$100k,2,1,Mixed services,Mostly consumers,Stitch-count based,When costs change,0.6093,True,False,False
NNEP-R0457,Magnolia Print & Stitch Shop #1457,owner@magnoliaprintstitchsho.example,emh_fcb70a3444,West,Solo owner/operator,1,Under $50k,0,2,Mixed services,Mostly consumers,Cost-plus,Rarely/never,0.2435,True,False,False
NNEP-R0458,Willow Customs Shop #1458,sales@willowcustomsshop1458.example,emh_b6d7120127,West,2-5 employees,3,$100k-$250k,2,2,Decorated apparel,Mixed,Informal/custom quote,Annually,0.1526,True,False,False
NNEP-R0459,Blue Ridge Decorated Goods Collective #1459,office@blueridgedecoratedgood.example,emh_2739aa95ae,Northeast,6-10 employees,9,$50k-$100k,14,2,Decorated apparel,Mostly consumers,Hybrid/job costing,Rarely/never,0.6077,True,False,False
NNEP-R0460,Blue Ridge Studio Group #1460,contact@blueridgestudiogroup14.example,emh_8ab789add6,Midwest,Solo owner/operator,1,$250k-$500k,29,2,Custom embroidery,Mixed,Stitch-count based,Annually,0.8116,True,False,False
NNEP-R0461,Cedar Creative Studio #1461,owner6@cedarcreativestudio146.example,emh_07e8bbc082,West,Solo owner/operator,1,$50k-$100k,23,1,Custom embroidery,Mostly consumers,Hybrid/job costing,Annually,0.8669,True,False,False
NNEP-R0462,Prairie Logo Shop Company #1462,hello@prairielogoshopcompany.example,emh_dcc929c9a7,Northeast,2-5 employees,5,$50k-$100k,12,3,Promotional products,Contract/B2B,Stitch-count based,Quarterly,0.6008,False,True,False
NNEP-R0463,Thread Apparel Shop #1463,quotes@threadapparelshop1463.example,emh_6a1e41d021,South,6-10 employees,10,$100k-$250k,30,3,Mixed services,Mostly consumers,Value-based,Quarterly,0.99,True,False,False
NNEP-R0464,Main Street Digitizing #1464,owner2@mainstreetdigitizing14.example,emh_6dfad40a47,Midwest,Solo owner/operator,1,Under $50k,7,3,Decorated apparel,Mostly consumers,Hybrid/job costing,Before every quote,0.7463,True,False,False
NNEP-R0465,Willow Logo Shop LLC #1465,info@willowlogoshopllc1465.example,emh_539f2006d4,Midwest,2-5 employees,4,$500k-$1M,14,1,Decorated apparel,Schools/teams,Hourly rate,Annually,0.5381,True,True,True
NNEP-R0466,Bobbin Embroidery LLC #1466,owner@bobbinembroideryllc146.example,emh_2646832de1,South,Solo owner/operator,1,$500k-$1M,4,5,Decorated apparel,Small business/local orgs,Competitor-based,Before every quote,0.5872,True,False,False
NNEP-R0467,Oak Teamwear Company #1467,sales@oakteamwearcompany1467.example,emh_ee8898558d,South,2-5 employees,5,$250k-$500k,15,3,Custom embroidery,Corporate/commercial,Cost-plus,Before every quote,0.7653,True,False,False
NNEP-R0468,Heritage Stitch Co. Studio #1468,owner@heritagestitchcostudio.example,emh_06133fd0a7,Midwest,Solo owner/operator,1,$50k-$100k,7,1,Team/school spiritwear,Small business/local orgs,Stitch-count based,Quarterly,0.7983,True,False,False
NNEP-R0469,Lakeside Creative Studio #1469,info0@lakesidecreativestudio.example,emh_9dfbb6003d,South,2-5 employees,3,$250k-$500k,10,10,Custom embroidery,Mostly consumers,Informal/custom quote,Rarely/never,0.3174,True,False,False
NNEP-R0470,Lucky Threads #1470,owner@luckythreads1470.example,emh_aeed6d600f,South,2-5 employees,4,$1M+,2,6,Custom embroidery,Mixed,Hybrid/job costing,Annually,0.5325,True,True,True
NNEP-R0471,North Star Print & Stitch Company #1471,owner@northstarprintstitchco.example,emh_af97361ae5,West,2-5 employees,2,$500k-$1M,10,3,Promotional products,Small business/local orgs,Cost-plus,When costs change,0.6731,True,False,False
NNEP-R0472,Iron Decorated Goods LLC #1472,office@irondecoratedgoodsllc1.example,emh_edb700e10d,South,26+ employees,65,$1M+,8,6,Team/school spiritwear,Mixed,Cost-plus,Rarely/never,0.6231,True,False,False
NNEP-R0473,Thread Customs Studio #1473,info4@threadcustomsstudio147.example,emh_49e36bf563,Midwest,2-5 employees,2,$100k-$250k,6,3,Promotional products,Mostly consumers,Cost-plus,Rarely/never,0.5534,True,True,True
NNEP-R0474,Crown Threads Collective #1474,contact5@crownthreadscollective.example,emh_a9ab2e4f0e,West,2-5 employees,5,$250k-$500k,8,4,Custom embroidery,Schools/teams,Stitch-count based,When costs change,0.5528,True,False,False
NNEP-R0475,Prairie Digitizing Studio #1475,hello@prairiedigitizingstudi.example,emh_702d28ba65,West,2-5 employees,2,$100k-$250k,9,2,Decorated apparel,Schools/teams,Stitch-count based,Before every quote,0.5981,True,True,True
NNEP-R0476,Blue Ridge Decorated Goods Studio #1476,info@blueridgedecoratedgood.example,emh_d00fdbc5d7,Northeast,2-5 employees,5,$50k-$100k,15,3,Custom embroidery,Corporate/commercial,Value-based,Quarterly,0.8698,True,True,True
NNEP-R0477,Hoop Studio Collective #1477,hello1@hoopstudiocollective14.example,emh_63cf978973,Midwest,2-5 employees,4,$50k-$100k,1,3,Mixed services,Small business/local orgs,Informal/custom quote,When costs change,0.4654,True,False,False
NNEP-R0478,Lakeside Wearables LLC #1478,quotes@lakesidewearablesllc14.example,emh_5757fb77c8,West,2-5 employees,4,$250k-$500k,18,3,Decorated apparel,Corporate/commercial,Informal/custom quote,Annually,0.5281,True,False,False
NNEP-R0479,Magnolia Works Collective #1479,sales@magnoliaworkscollectiv.example,emh_3fef479b3f,West,Solo owner/operator,1,$500k-$1M,21,2,Mixed services,Mixed,Hourly rate,When costs change,0.5224,True,True,True
NNEP-R0480,Thread Stitch Co. Shop #1480,hello@threadstitchcoshop1480.example,emh_69ad306252,South,6-10 employees,7,$1M+,2,3,Custom embroidery,Mostly consumers,Informal/custom quote,Annually,0.3764,True,False,False
NNEP-R0481,Urban Works Studio #1481,sales@urbanworksstudio1481.example,emh_79bd8c8649,South,6-10 employees,9,$100k-$250k,12,2,Custom embroidery,Small business/local orgs,Stitch-count based,Quarterly,0.8597,True,False,False
NNEP-R0482,Iron Creative Group #1482,info6@ironcreativegroup1482.example,emh_6379dbde7a,Northeast,Solo owner/operator,1,$100k-$250k,9,1,Contract embroidery,Small business/local orgs,Stitch-count based,Rarely/never,0.1401,True,False,False
NNEP-R0483,Sunrise Customs Collective #1483,office@sunrisecustomscollecti.example,emh_8c8f56537c,Midwest,Solo owner/operator,1,$100k-$250k,6,1,Mixed services,Mostly consumers,Cost-plus,When costs change,0.6726,False,True,False
NNEP-R0484,Heritage Teamwear Group #1484,quotes@heritageteamweargroup1.example,emh_6cbb6be5a6,South,Solo owner/operator,1,Under $50k,1,3,Promotional products,Corporate/commercial,Hybrid/job costing,Quarterly,0.6054,True,True,True
NNEP-R0485,Lucky Studio Group #1485,owner2@luckystudiogroup1485.example,emh_3351ad314a,Midwest,6-10 employees,10,Under $50k,1,3,Contract embroidery,Small business/local orgs,Cost-plus,Annually,0.6187,False,True,False
NNEP-R0486,Magnolia Designs Studio #1486,quotes@magnoliadesignsstudio1.example,emh_b544e2ff60,South,2-5 employees,3,$250k-$500k,14,2,Team/school spiritwear,Mostly consumers,Stitch-count based,Quarterly,0.5208,True,False,False
NNEP-R0487,Oak Logo Shop LLC #1487,owner@oaklogoshopllc1487.example,emh_23116f948f,Northeast,11-25 employees,19,$1M+,16,8,Contract embroidery,Mixed,Competitor-based,Annually,0.6532,True,True,True
NNEP-R0488,Magnolia Creative Shop #1488,owner@magnoliacreativeshop14.example,emh_ac8983b0aa,South,6-10 employees,6,$250k-$500k,16,5,Team/school spiritwear,Corporate/commercial,Competitor-based,Annually,0.4808,True,False,False
NNEP-R0489,Oak Designs #1489,owner6@oakdesigns1489.example,emh_6df32fb305,South,Solo owner/operator,1,$250k-$500k,14,1,Decorated apparel,Schools/teams,Hybrid/job costing,Rarely/never,0.6826,True,True,True
NNEP-R0490,Lakeside Threads LLC #1490,quotes@lakesidethreadsllc1490.example,emh_112484a818,South,11-25 employees,23,$100k-$250k,20,12,Mixed services,Small business/local orgs,Value-based,Annually,0.9515,True,False,False
NNEP-R0491,Bobbin Monograms #1491,sales@bobbinmonograms1491.example,emh_0594123400,Midwest,2-5 employees,5,$50k-$100k,7,3,Team/school spiritwear,Mixed,Competitor-based,Quarterly,0.6509,True,False,False
NNEP-R0492,Maple Logo Shop #1492,owner2@maplelogoshop1492.example,emh_2a81500312,Canada/Other,2-5 employees,2,$100k-$250k,13,10,Contract embroidery,Contract/B2B,Hybrid/job costing,Annually,0.8357,True,False,False
NNEP-R0493,Cedar Creative #1493,owner3@cedarcreative1493.example,emh_c2a236f1bb,Midwest,Solo owner/operator,1,$50k-$100k,0,1,Custom embroidery,Small business/local orgs,Cost-plus,Quarterly,0.7954,True,False,False
