diagnostic_response_id,respondent_id,canonical_email,email_hash,source_row_id,submitted_at,business_name_clean,region,business_size,employee_count_band,annual_revenue_band,years_in_operation,years_in_operation_band,machine_count,primary_business_model,customer_mix,current_pricing_method,price_review_frequency,q1_score,q2_score,q3_score,q4_score,q5_score,q6_score,q7_score,q8_score,q9_score,q10_score,production_cost_score,real_labor_score,intended_profit_score,capacity_pressure_score,end_customer_value_score,diagnostic_total_score,pricing_maturity_tier,has_structured_pricing_system,labor_underpriced_flag,profit_target_missing_flag,capacity_pricing_gap_flag
PD-2026-0556,NNEP-R0556,sales@sunriselogoshopgroup15.example,emh_e00e5aa88b,R_PD_000519,2026-04-30T10:57:51Z,Sunrise Logo Shop Group #1556,Northeast,2-5 employees,2-5 employees,$100k-$250k,2,2-5,2,Custom embroidery,Contract/B2B,Informal/custom quote,When costs change,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,Pricing Blind Spots,False,True,True,True
PD-2026-0557,NNEP-R0557,contact4@willowdigitizingstudio.example,emh_88441b6fdd,R_PD_000520,2026-04-02T04:34:34Z,Willow Digitizing Studio #1557,South,2-5 employees,2-5 employees,$500k-$1M,2,2-5,4,Custom embroidery,Mixed,Informal/custom quote,Rarely/never,1,1,1,1,0,0,0,0,0,1,2,2,0,0,1,5,Pricing Blind Spots,False,False,True,True
PD-2026-0558,NNEP-R0558,owner@crownteamwearshop1558.example,emh_32aa69cea4,R_PD_000521,2026-02-11T01:23:19Z,Crown Teamwear Shop #1558,Northeast,2-5 employees,2-5 employees,$100k-$250k,7,6-10,2,Custom embroidery,Small business/local orgs,Stitch-count based,Annually,2,1,1,1,1,1,1,1,1,1,3,2,2,2,2,11,Partial Pricing System,False,False,False,False
PD-2026-0559,NNEP-R0559,info@summitdigitizing1559.example,emh_281e8d0d19,R_PD_000522,2026-02-23T22:00:50Z,Summit Digitizing #1559,Midwest,2-5 employees,2-5 employees,$1M+,32,21+,3,Custom embroidery,Mixed,Informal/custom quote,Rarely/never,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,4,Pricing Blind Spots,False,True,True,True
PD-2026-0560,NNEP-R0560,office@goldencreativellc1560.example,emh_01e8d15f9b,R_PD_000523,2026-05-07T08:52:23Z,Golden Creative LLC #1560,Canada/Other,11-25 employees,11-25 employees,$1M+,16,11-20,12,Custom embroidery,Mostly consumers,Cost-plus,Quarterly,2,2,2,2,2,2,1,1,2,2,4,4,4,2,4,18,Strong Pricing System,True,False,False,False
PD-2026-0561,NNEP-R0561,hello@redbarnmonogramscompan.example,emh_6fd75fbdcd,R_PD_000524,2026-05-24T08:13:11Z,Red Barn Monograms Company #1561,Midwest,6-10 employees,6-10 employees,$500k-$1M,2,2-5,3,Decorated apparel,Corporate/commercial,Hourly rate,Annually,1,2,1,1,1,1,1,1,2,2,3,2,2,2,4,13,Partial Pricing System,False,False,False,False
PD-2026-0564,NNEP-R0564,owner@blueridgethreadscollec.example,emh_20a13698eb,R_PD_000525,2026-05-16T20:34:42Z,Blue Ridge Threads Collective #1564,South,2-5 employees,2-5 employees,$250k-$500k,0,<2,2,Decorated apparel,Corporate/commercial,Cost-plus,Annually,2,2,1,1,1,1,1,1,1,1,4,2,2,2,2,12,Partial Pricing System,True,False,False,False
PD-2026-0565,NNEP-R0565,quotes@lakesidelogoshopgroup1.example,emh_fa494c26cd,R_PD_000526,2026-05-06T01:30:23Z,Lakeside Logo Shop Group #1565,Northeast,26+ employees,26+ employees,$1M+,15,11-20,20,Custom embroidery,Corporate/commercial,Hybrid/job costing,Before every quote,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0566,NNEP-R0566,contact@needlecustomsllc1566.example,emh_888cf957d2,R_PD_000527,2026-03-06T18:22:18Z,Needle Customs LLC #1566,West,2-5 employees,2-5 employees,$100k-$250k,11,11-20,6,Custom embroidery,Corporate/commercial,Stitch-count based,Before every quote,1,1,1,1,1,1,0,0,2,1,2,2,2,0,3,9,Partial Pricing System,False,False,False,True
PD-2026-0567,NNEP-R0567,office@northstarworksshop1567.example,emh_1443ac6cc8,R_PD_000528,2026-04-24T23:37:45Z,North Star Works Shop #1567,West,11-25 employees,11-25 employees,$1M+,35,21+,6,Decorated apparel,Schools/teams,Hybrid/job costing,Before every quote,1,2,1,2,2,2,2,2,2,2,3,3,4,4,4,18,Strong Pricing System,True,False,False,False
PD-2026-0568,NNEP-R0568,office@urbanstitchco1568.example,emh_5b9e40a5d7,R_PD_000529,2026-02-14T03:19:43Z,Urban Stitch Co. #1568,Northeast,2-5 employees,2-5 employees,$500k-$1M,30,21+,3,Decorated apparel,Mixed,Informal/custom quote,When costs change,2,2,1,1,1,2,2,1,1,1,4,2,3,3,2,14,Partial Pricing System,False,False,False,False
PD-2026-0569,NNEP-R0569,contact2@riverwearablesgroup156.example,emh_3d919447e3,R_PD_000530,2026-05-13T07:12:04Z,River Wearables Group #1569,South,Solo owner/operator,Solo owner/operator,$100k-$250k,8,6-10,1,Custom embroidery,Small business/local orgs,Hourly rate,Annually,1,2,1,1,1,1,0,1,1,1,3,2,2,1,2,10,Partial Pricing System,False,False,False,True
PD-2026-0570,NNEP-R0570,info@brightwearablesstudio1.example,emh_ab72a5a190,R_PD_000531,2026-04-01T04:14:46Z,Bright Wearables Studio #1570,Northeast,2-5 employees,2-5 employees,Under $50k,0,<2,1,Mixed services,Mixed,Competitor-based,When costs change,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0571,NNEP-R0571,contact@threadapparelcollectiv.example,emh_8cc4963898,R_PD_000532,2026-03-30T21:57:32Z,Thread Apparel Collective #1571,West,11-25 employees,11-25 employees,$1M+,23,21+,8,Decorated apparel,Mostly consumers,Value-based,When costs change,1,2,2,2,2,1,1,1,1,2,3,4,3,2,3,15,Partial Pricing System,True,False,False,False
PD-2026-0572,NNEP-R0572,owner@crownworkscompany1572.example,emh_3765304439,R_PD_000533,2026-03-29T09:42:32Z,Crown Works Company #1572,Northeast,6-10 employees,6-10 employees,$100k-$250k,2,2-5,3,Promotional products,Mixed,Value-based,Before every quote,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0573,NNEP-R0573,info@threadstitchcollc1573.example,emh_d067a58522,R_PD_000534,2026-05-10T19:26:10Z,Thread Stitch Co. LLC #1573,Canada/Other,Solo owner/operator,Solo owner/operator,$500k-$1M,31,21+,1,Custom embroidery,Corporate/commercial,Stitch-count based,Annually,1,1,2,1,1,1,1,1,1,1,2,3,2,2,2,11,Partial Pricing System,False,False,False,False
PD-2026-0574,NNEP-R0574,hello@summitdigitizingcompan.example,emh_1cbb12ab0b,R_PD_000535,2026-03-16T07:43:32Z,Summit Digitizing Company #1574,Canada/Other,6-10 employees,6-10 employees,$1M+,34,21+,8,Custom embroidery,Mixed,Stitch-count based,When costs change,2,2,2,2,1,2,2,2,1,2,4,4,3,4,3,18,Strong Pricing System,True,False,False,False
PD-2026-0575,NNEP-R0575,info@goldenlogoshopcompany1.example,emh_7acf897108,R_PD_000536,2026-05-09T04:10:35Z,Golden Logo Shop Company #1575,South,11-25 employees,11-25 employees,$500k-$1M,10,6-10,12,Team/school spiritwear,Mostly consumers,Hourly rate,Annually,2,2,1,2,1,1,0,1,1,2,4,3,2,1,3,13,Partial Pricing System,False,False,False,True
PD-2026-0576,NNEP-R0576,sales@brightmonogramscompany.example,emh_696af101a0,R_PD_000537,2026-05-09T16:10:46Z,Bright Monograms Company #1576,Northeast,2-5 employees,2-5 employees,$500k-$1M,12,11-20,5,Promotional products,Mostly consumers,Cost-plus,Rarely/never,1,2,1,0,0,1,1,1,1,1,3,1,1,2,2,9,Partial Pricing System,True,True,True,False
PD-2026-0577,NNEP-R0577,office@threaddesigns1577.example,emh_f8438cb896,R_PD_000538,2026-02-02T08:04:44Z,Thread Designs #1577,Midwest,Solo owner/operator,Solo owner/operator,$50k-$100k,9,6-10,3,Mixed services,Small business/local orgs,Informal/custom quote,Before every quote,2,1,1,1,1,1,0,1,1,1,3,2,2,1,2,10,Partial Pricing System,False,False,False,True
PD-2026-0578,NNEP-R0578,sales@urbandesignsstudio1578.example,emh_983b123cd2,R_PD_000539,2026-05-11T01:06:26Z,Urban Designs Studio #1578,South,2-5 employees,2-5 employees,Under $50k,12,11-20,1,Custom embroidery,Mostly consumers,Value-based,Annually,2,1,2,2,1,1,1,1,1,2,3,4,2,2,3,14,Partial Pricing System,True,False,False,False
PD-2026-0579,NNEP-R0579,office@silverworksstudio1579.example,emh_c8864a3c40,R_PD_000540,2026-03-03T09:35:35Z,Silver Works Studio #1579,Midwest,2-5 employees,2-5 employees,$50k-$100k,11,11-20,5,Decorated apparel,Contract/B2B,Competitor-based,Annually,2,1,1,1,1,1,1,1,1,1,3,2,2,2,2,11,Partial Pricing System,False,False,False,False
PD-2026-0580,NNEP-R0580,hello@prairiemonogramsshop15.example,emh_f4c41a4578,R_PD_000541,2026-05-10T04:39:58Z,Prairie Monograms Shop #1580,South,26+ employees,26+ employees,$1M+,24,21+,10,Team/school spiritwear,Schools/teams,Value-based,Before every quote,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0581,NNEP-R0581,contact@blueridgemonograms1581.example,emh_6219e3fe08,R_PD_000542,2026-06-09T02:15:34Z,Blue Ridge Monograms #1581,South,2-5 employees,2-5 employees,$250k-$500k,2,2-5,5,Custom embroidery,Corporate/commercial,Stitch-count based,Annually,2,2,1,2,1,1,1,0,1,1,4,3,2,1,2,12,Partial Pricing System,False,False,False,True
PD-2026-0582,NNEP-R0582,hello@stitchprintstitch1582.example,emh_fc3c3095aa,R_PD_000543,2026-06-08T01:32:29Z,Stitch Print & Stitch #1582,Canada/Other,Solo owner/operator,Solo owner/operator,$250k-$500k,16,11-20,1,Mixed services,Contract/B2B,Hybrid/job costing,Annually,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0584,NNEP-R0584,info@crowndesignscollective.example,emh_5b94b9d861,R_PD_000544,2026-04-28T03:27:43Z,Crown Designs Collective #1584,South,Solo owner/operator,Solo owner/operator,Under $50k,0,<2,1,Mixed services,Small business/local orgs,Competitor-based,Annually,1,1,0,0,1,1,0,0,1,0,2,0,2,0,1,5,Pricing Blind Spots,False,True,False,True
PD-2026-0585,NNEP-R0585,hello4@heritagethreads1585.example,emh_00771e53f5,R_PD_000545,2026-02-06T18:09:44Z,Heritage Threads #1585,Midwest,Solo owner/operator,Solo owner/operator,$50k-$100k,2,2-5,1,Mixed services,Mixed,Hybrid/job costing,Annually,1,1,1,2,2,1,1,1,1,1,2,3,3,2,2,12,Partial Pricing System,True,False,False,False
PD-2026-0586,NNEP-R0586,quotes5@bobbinstitchcostudio15.example,emh_63d8af5568,R_PD_000546,2026-03-20T22:25:45Z,Bobbin Stitch Co. Studio #1586,South,2-5 employees,2-5 employees,$50k-$100k,13,11-20,1,Mixed services,Mostly consumers,Hybrid/job costing,When costs change,2,2,2,1,1,2,2,1,2,2,4,3,3,3,4,17,Strong Pricing System,True,False,False,False
PD-2026-0587,NNEP-R0587,owner@bobbincreativecollecti.example,emh_4d2c2b7616,R_PD_000547,2026-04-03T17:55:44Z,Bobbin Creative Collective #1587,South,Solo owner/operator,Solo owner/operator,$100k-$250k,1,<2,1,Custom embroidery,Mixed,Value-based,When costs change,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,Partial Pricing System,True,False,False,False
PD-2026-0588,NNEP-R0588,contact@maplebrandingstudio158.example,emh_a023e290d4,R_PD_000548,2026-05-18T10:16:50Z,Maple Branding Studio #1588,Canada/Other,6-10 employees,6-10 employees,$250k-$500k,2,2-5,2,Custom embroidery,Small business/local orgs,Stitch-count based,Rarely/never,2,1,2,2,1,1,1,1,1,1,3,4,2,2,2,13,Partial Pricing System,False,False,False,False
PD-2026-0589,NNEP-R0589,info1@mapledigitizingcompany.example,emh_0482ff6578,R_PD_000549,2026-02-22T21:34:37Z,Maple Digitizing Company #1589,South,Solo owner/operator,Solo owner/operator,Under $50k,9,6-10,1,Custom embroidery,Mixed,Hybrid/job costing,When costs change,2,2,1,2,1,1,1,1,2,2,4,3,2,2,4,15,Partial Pricing System,True,False,False,False
PD-2026-0590,NNEP-R0590,sales@mainstreetmonogramsstu.example,emh_de244f5cbb,R_PD_000550,2026-03-25T16:19:56Z,Main Street Monograms Studio #1590,South,2-5 employees,2-5 employees,$50k-$100k,8,6-10,1,Decorated apparel,Mixed,Hourly rate,Before every quote,2,1,1,1,2,1,1,1,1,1,3,2,3,2,2,12,Partial Pricing System,False,False,False,False
PD-2026-0591,NNEP-R0591,contact@mapleneedleworksgroup1.example,emh_f41078c434,R_PD_000551,2026-04-02T10:01:48Z,Maple Needleworks Group #1591,South,2-5 employees,2-5 employees,$500k-$1M,9,6-10,6,Contract embroidery,Small business/local orgs,Cost-plus,When costs change,1,1,1,1,1,1,0,0,1,1,2,2,2,0,2,8,Partial Pricing System,True,False,False,True
PD-2026-0592,NNEP-R0592,owner@luckystudiocollective1.example,emh_71e8fb6e75,R_PD_000552,2026-05-02T06:44:15Z,Lucky Studio Collective #1592,Midwest,2-5 employees,2-5 employees,Under $50k,0,<2,2,Team/school spiritwear,Mostly consumers,Informal/custom quote,Quarterly,2,1,2,2,2,1,1,1,2,1,3,4,3,2,3,15,Partial Pricing System,False,False,False,False
PD-2026-0594,NNEP-R0594,office6@goldenembroideryshop15.example,emh_1f537f3831,R_PD_000553,2026-04-13T21:07:18Z,Golden Embroidery Shop #1594,South,6-10 employees,6-10 employees,$1M+,16,11-20,4,Promotional products,Mostly consumers,Hybrid/job costing,Quarterly,2,2,2,2,2,2,1,2,2,2,4,4,4,3,4,19,Strong Pricing System,True,False,False,False
PD-2026-0595,NNEP-R0595,contact@brightembroidery1595.example,emh_698a0da798,R_PD_000554,2026-05-10T16:32:55Z,Bright Embroidery #1595,West,2-5 employees,2-5 employees,$100k-$250k,11,11-20,2,Custom embroidery,Corporate/commercial,Stitch-count based,When costs change,2,1,1,1,1,1,1,1,0,1,3,2,2,2,1,10,Partial Pricing System,False,False,False,False
PD-2026-0598,NNEP-R0598,owner3@stitchdecoratedgoodssh.example,emh_99355496be,R_PD_000555,2026-02-18T11:11:13Z,Stitch Decorated Goods Shop #1598,Midwest,Solo owner/operator,Solo owner/operator,$500k-$1M,0,<2,1,Decorated apparel,Small business/local orgs,Informal/custom quote,When costs change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pricing Blind Spots,False,True,True,True
PD-2026-0599,NNEP-R0599,info@magnoliadecoratedgoods.example,emh_1b3b84a059,R_PD_000556,2026-02-02T06:02:54Z,Magnolia Decorated Goods Shop #1599,West,6-10 employees,6-10 employees,$500k-$1M,9,6-10,2,Custom embroidery,Small business/local orgs,Cost-plus,Annually,2,2,2,2,1,1,1,1,1,2,4,4,2,2,3,15,Partial Pricing System,True,False,False,False
PD-2026-0600,NNEP-R0600,owner5@luckystitchco1600.example,emh_d1589249a5,R_PD_000557,2026-02-09T14:34:43Z,Lucky Stitch Co. #1600,West,11-25 employees,11-25 employees,$250k-$500k,24,21+,8,Promotional products,Mostly consumers,Hybrid/job costing,Annually,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0601,NNEP-R0601,contact@redbarndecoratedgoodsg.example,emh_aa6bc0d982,R_PD_000558,2026-03-17T00:56:44Z,Red Barn Decorated Goods Group #1601,Midwest,2-5 employees,2-5 employees,$100k-$250k,8,6-10,3,Mixed services,Small business/local orgs,Cost-plus,Annually,1,2,2,1,2,2,0,1,2,2,3,3,4,1,4,15,Partial Pricing System,True,False,False,True
PD-2026-0602,NNEP-R0602,hello@mainstreetthreads1602.example,emh_a7c864fe91,R_PD_000559,2026-03-19T12:20:03Z,Main Street Threads #1602,South,2-5 employees,2-5 employees,$500k-$1M,9,6-10,2,Contract embroidery,Mixed,Hourly rate,Rarely/never,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0603,NNEP-R0603,office@mainstreetstudiostudio.example,emh_e628158eb5,R_PD_000560,2026-04-15T20:38:24Z,Main Street Studio Studio #1603,West,Solo owner/operator,Solo owner/operator,$50k-$100k,2,2-5,1,Mixed services,Contract/B2B,Hybrid/job costing,Annually,1,2,2,2,2,2,2,1,2,2,3,4,4,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0604,NNEP-R0604,quotes@maplemonograms1604.example,emh_80ff1821b5,R_PD_000561,2026-04-21T04:12:42Z,Maple Monograms #1604,South,2-5 employees,2-5 employees,$1M+,12,11-20,2,Decorated apparel,Schools/teams,Informal/custom quote,Rarely/never,1,1,0,0,0,1,0,0,1,0,2,0,1,0,1,4,Pricing Blind Spots,False,True,True,True
PD-2026-0605,NNEP-R0605,contact3@urbancreativellc1605.example,emh_1f04865d44,R_PD_000562,2026-02-14T15:32:02Z,Urban Creative LLC #1605,South,11-25 employees,11-25 employees,$1M+,18,11-20,8,Decorated apparel,Mostly consumers,Hybrid/job costing,Annually,2,2,2,2,2,2,2,1,2,2,4,4,4,3,4,19,Strong Pricing System,True,False,False,False
PD-2026-0606,NNEP-R0606,owner@willowstitchco1606.example,emh_294e710512,R_PD_000563,2026-03-06T04:01:40Z,Willow Stitch Co. #1606,Midwest,2-5 employees,2-5 employees,$100k-$250k,14,11-20,2,Custom embroidery,Mixed,Stitch-count based,When costs change,2,2,1,1,1,2,2,1,1,1,4,2,3,3,2,14,Partial Pricing System,False,False,False,False
PD-2026-0607,NNEP-R0607,contact@sunriseteamwearcompany.example,emh_599cc20576,R_PD_000564,2026-03-07T18:11:48Z,Sunrise Teamwear Company #1607,Northeast,11-25 employees,11-25 employees,$1M+,14,11-20,8,Custom embroidery,Mixed,Competitor-based,When costs change,2,1,1,1,1,2,1,1,1,1,3,2,3,2,2,12,Partial Pricing System,False,False,False,False
PD-2026-0608,NNEP-R0608,info6@northstarmonograms1608.example,emh_7f14b8c817,R_PD_000565,2026-04-11T05:10:05Z,North Star Monograms #1608,South,6-10 employees,6-10 employees,$100k-$250k,18,11-20,6,Custom embroidery,Mostly consumers,Stitch-count based,Quarterly,2,1,2,1,1,1,1,1,2,1,3,3,2,2,3,13,Partial Pricing System,False,False,False,False
PD-2026-0609,NNEP-R0609,hello@rivercustomsllc1609.example,emh_a9d7b43212,R_PD_000566,2026-02-08T06:47:41Z,River Customs LLC #1609,South,Solo owner/operator,Solo owner/operator,Under $50k,1,<2,1,Mixed services,Mixed,Stitch-count based,Rarely/never,1,1,1,1,0,0,0,0,0,1,2,2,0,0,1,5,Pricing Blind Spots,False,False,True,True
PD-2026-0611,NNEP-R0611,sales2@threadembroiderycollec.example,emh_47cdfb1a17,R_PD_000567,2026-05-22T18:31:06Z,Thread Embroidery Collective #1611,Northeast,6-10 employees,6-10 employees,$250k-$500k,10,6-10,4,Promotional products,Schools/teams,Cost-plus,Rarely/never,1,2,1,2,1,1,1,1,1,1,3,3,2,2,2,12,Partial Pricing System,True,False,False,False
PD-2026-0612,NNEP-R0612,contact@hoopmonograms1612.example,emh_cf502b48b6,R_PD_000568,2026-04-03T23:59:54Z,Hoop Monograms #1612,Midwest,2-5 employees,2-5 employees,$50k-$100k,0,<2,3,Decorated apparel,Contract/B2B,Value-based,When costs change,1,2,1,2,1,1,1,1,1,1,3,3,2,2,2,12,Partial Pricing System,True,False,False,False
PD-2026-0613,NNEP-R0613,hello@brightneedleworksllc16.example,emh_79e172cdc2,R_PD_000569,2026-05-11T13:39:33Z,Bright Needleworks LLC #1613,South,2-5 employees,2-5 employees,Under $50k,11,11-20,5,Contract embroidery,Contract/B2B,Value-based,Before every quote,1,2,2,1,2,1,1,1,2,2,3,3,3,2,4,15,Partial Pricing System,True,False,False,False
PD-2026-0614,NNEP-R0614,office@urbanthreadsshop1614.example,emh_b39ea9f341,R_PD_000570,2026-04-14T17:00:41Z,Urban Threads Shop #1614,Northeast,2-5 employees,2-5 employees,$100k-$250k,10,6-10,4,Contract embroidery,Mixed,Hybrid/job costing,Quarterly,2,2,1,2,2,2,2,1,2,1,4,3,4,3,3,17,Strong Pricing System,True,False,False,False
PD-2026-0615,NNEP-R0615,info@threadmonogramscollect.example,emh_ebc144e81a,R_PD_000571,2026-05-22T16:06:46Z,Thread Monograms Collective #1615,West,6-10 employees,6-10 employees,$500k-$1M,18,11-20,6,Promotional products,Mostly consumers,Value-based,Before every quote,2,2,2,1,2,2,2,1,2,2,4,3,4,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0616,NNEP-R0616,owner@luckydecoratedgoodscol.example,emh_db585e9a01,R_PD_000572,2026-04-01T16:33:45Z,Lucky Decorated Goods Collective #1616,Midwest,2-5 employees,2-5 employees,$100k-$250k,9,6-10,1,Custom embroidery,Mostly consumers,Hourly rate,When costs change,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0617,NNEP-R0617,quotes@silverwearablescompany.example,emh_773e1b2606,R_PD_000573,2026-02-27T22:41:11Z,Silver Wearables Company #1617,West,26+ employees,26+ employees,$500k-$1M,9,6-10,12,Custom embroidery,Corporate/commercial,Stitch-count based,Annually,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0618,NNEP-R0618,hello@brightteamwearstudio16.example,emh_fd705454fc,R_PD_000574,2026-02-27T16:44:49Z,Bright Teamwear Studio #1618,Midwest,Solo owner/operator,Solo owner/operator,$100k-$250k,1,<2,1,Mixed services,Contract/B2B,Informal/custom quote,Rarely/never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pricing Blind Spots,False,True,True,True
PD-2026-0619,NNEP-R0619,office@heritagestitchcoshop16.example,emh_a6237f443c,R_PD_000575,2026-05-13T22:15:57Z,Heritage Stitch Co. Shop #1619,West,2-5 employees,2-5 employees,$250k-$500k,12,11-20,2,Decorated apparel,Schools/teams,Hybrid/job costing,Annually,2,2,2,2,2,2,2,2,1,2,4,4,4,4,3,19,Strong Pricing System,True,False,False,False
PD-2026-0620,NNEP-R0620,contact4@magnoliadigitizingllc1.example,emh_9ef8c29ed3,R_PD_000576,2026-02-07T09:13:57Z,Magnolia Digitizing LLC #1620,Midwest,Solo owner/operator,Solo owner/operator,$500k-$1M,18,11-20,3,Decorated apparel,Small business/local orgs,Stitch-count based,Before every quote,2,2,2,1,1,1,2,1,2,1,4,3,2,3,3,15,Partial Pricing System,False,False,False,False
PD-2026-0621,NNEP-R0621,quotes@northstarprintstitchco.example,emh_10194f0a90,R_PD_000577,2026-03-14T11:35:39Z,North Star Print & Stitch Collective #1621,Northeast,Solo owner/operator,Solo owner/operator,Under $50k,4,2-5,1,Mixed services,Corporate/commercial,Hourly rate,Annually,1,1,1,0,1,1,1,1,1,0,2,1,2,2,1,8,Partial Pricing System,False,True,False,False
PD-2026-0622,NNEP-R0622,contact6@needleneedleworksllc16.example,emh_2d1915d88d,R_PD_000578,2026-03-28T09:14:18Z,Needle Needleworks LLC #1622,Midwest,Solo owner/operator,Solo owner/operator,$100k-$250k,19,11-20,2,Promotional products,Contract/B2B,Stitch-count based,When costs change,1,1,2,1,1,1,0,1,1,1,2,3,2,1,2,10,Partial Pricing System,False,False,False,True
PD-2026-0623,NNEP-R0623,sales@lakesidestitchcogroup1.example,emh_673b53b1a1,R_PD_000579,2026-06-04T11:38:45Z,Lakeside Stitch Co. Group #1623,South,2-5 employees,2-5 employees,$100k-$250k,2,2-5,2,Decorated apparel,Mostly consumers,Stitch-count based,When costs change,1,2,2,1,1,1,1,2,2,1,3,3,2,3,3,14,Partial Pricing System,False,False,False,False
PD-2026-0624,NNEP-R0624,info@goldenapparelgroup1624.example,emh_03a0c35c09,R_PD_000580,2026-04-06T20:51:01Z,Golden Apparel Group #1624,West,2-5 employees,2-5 employees,$100k-$250k,18,11-20,3,Custom embroidery,Small business/local orgs,Hybrid/job costing,Annually,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0625,NNEP-R0625,owner@urbanthreadscollective.example,emh_e583e7c8e1,R_PD_000581,2026-04-29T11:22:10Z,Urban Threads Collective #1625,West,2-5 employees,2-5 employees,$50k-$100k,9,6-10,2,Custom embroidery,Small business/local orgs,Hybrid/job costing,Annually,2,2,2,2,2,2,1,2,2,1,4,4,4,3,3,18,Strong Pricing System,True,False,False,False
PD-2026-0626,NNEP-R0626,hello3@urbanlogoshopcollectiv.example,emh_827d936d2a,R_PD_000582,2026-05-27T08:59:51Z,Urban Logo Shop Collective #1626,Midwest,2-5 employees,2-5 employees,$500k-$1M,1,<2,3,Decorated apparel,Mostly consumers,Informal/custom quote,When costs change,1,0,1,1,0,1,1,1,1,1,1,2,1,2,2,8,Partial Pricing System,False,False,True,False
PD-2026-0628,NNEP-R0628,owner@needlecreativecollecti.example,emh_af55c361bb,R_PD_000583,2026-04-28T11:49:57Z,Needle Creative Collective #1628,West,Solo owner/operator,Solo owner/operator,$100k-$250k,8,6-10,2,Promotional products,Mostly consumers,Cost-plus,Annually,1,2,1,1,1,1,1,1,1,1,3,2,2,2,2,11,Partial Pricing System,True,False,False,False
PD-2026-0629,NNEP-R0629,contact@magnoliaembroidery1629.example,emh_ca4a09df46,R_PD_000584,2026-03-13T01:48:46Z,Magnolia Embroidery #1629,South,Solo owner/operator,Solo owner/operator,$250k-$500k,7,6-10,3,Decorated apparel,Schools/teams,Stitch-count based,When costs change,2,1,2,1,1,1,1,1,1,2,3,3,2,2,3,13,Partial Pricing System,False,False,False,False
PD-2026-0630,NNEP-R0630,quotes@willowworksshop1630.example,emh_46e87dc089,R_PD_000585,2026-02-28T19:18:27Z,Willow Works Shop #1630,South,2-5 employees,2-5 employees,$250k-$500k,27,21+,1,Team/school spiritwear,Small business/local orgs,Value-based,Annually,2,2,2,1,2,2,1,1,1,1,4,3,4,2,2,15,Partial Pricing System,True,False,False,False
PD-2026-0631,NNEP-R0631,sales@luckydecoratedgoodscom.example,emh_6c91550280,R_PD_000586,2026-05-29T07:49:17Z,Lucky Decorated Goods Company #1631,South,26+ employees,26+ employees,$1M+,20,11-20,12,Contract embroidery,Small business/local orgs,Cost-plus,Quarterly,2,2,2,2,2,2,2,1,2,2,4,4,4,3,4,19,Strong Pricing System,True,False,False,False
PD-2026-0632,NNEP-R0632,sales@maplecreativellc1632.example,emh_ce305a719c,R_PD_000587,2026-04-24T08:50:20Z,Maple Creative LLC #1632,Northeast,2-5 employees,2-5 employees,$250k-$500k,0,<2,2,Custom embroidery,Mixed,Hybrid/job costing,Before every quote,2,1,1,2,2,1,2,2,1,1,3,3,3,4,2,15,Partial Pricing System,True,False,False,False
PD-2026-0633,NNEP-R0633,owner3@heritagethreadsshop163.example,emh_11966a298a,R_PD_000588,2026-04-19T21:57:56Z,Heritage Threads Shop #1633,South,Solo owner/operator,Solo owner/operator,Under $50k,9,6-10,2,Custom embroidery,Contract/B2B,Stitch-count based,When costs change,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,Partial Pricing System,False,False,False,False
PD-2026-0634,NNEP-R0634,info4@riverstudiocollective1.example,emh_00bb908a73,R_PD_000589,2026-03-10T06:29:04Z,River Studio Collective #1634,South,11-25 employees,11-25 employees,$1M+,14,11-20,5,Contract embroidery,Small business/local orgs,Hybrid/job costing,Rarely/never,2,2,2,2,1,1,1,1,1,1,4,4,2,2,2,14,Partial Pricing System,True,False,False,False
